"","state","district_id","cand_id","incumbent","party","primary_votes","primary_percent","runoff_votes","runoff_percent","general_votes","general_percent","won","footnotes","cand_name","cand_ici","pty_cd","cand_pty_affiliation","ttl_receipts","trans_from_auth","ttl_disb","trans_to_auth","coh_bop","coh_cop","cand_contrib","cand_loans","other_loans","cand_loan_repay","other_loan_repay","debts_owed_by","ttl_indiv_contrib","cand_office_st","cand_office_district","other_pol_cmte_contrib","pol_pty_contrib","cvg_end_dt","indiv_refunds","cmte_refunds"
"386","HI","01 - FULL TERM","H2HI02110",FALSE,"DEM",74022,0.803756990064607,NA,NA,145417,0.718616109153625,TRUE,NA,"HANABUSA, COLLEEN WAKAKO","O",1,"DEM",972777.38,0,489871.41,0,34911,517814.91,0,0,0,0,0,224905.76,668660.51,"HI","01",304116.87,0,2016-12-31,500,0
"387","HI","01 - UNEXPIRED TERM","H2HI02110",FALSE,"DEM",NA,NA,NA,NA,129083,0.650649475026589,TRUE,NA,"HANABUSA, COLLEEN WAKAKO","O",1,"DEM",972777.38,0,489871.41,0,34911,517814.91,0,0,0,0,0,224905.76,668660.51,"HI","01",304116.87,0,2016-12-31,500,0
"388","HI","02","H2HI02508",TRUE,"DEM",80026,0.84532423496604,NA,NA,170848,0.811567766820574,TRUE,NA,"GABBARD, TULSI","I",1,"DEM",2262362.51,34605.95,1295662.48,4000,1080800.02,2047500.05,0,0,0,0,0,0,1734809.33,"HI","02",477073.81,0,2016-12-31,23107.48,5000
"389","HI","02","H6HI02384",FALSE,"DEM",14643,0.15467576503396,NA,NA,NA,NA,FALSE,NA,"CHAN HODGES, SHAY","C",1,"DEM",17052.54,0,16824.4,0,0,228.14,100,110,0,110,0,0,16842.54,"HI","02",0,0,2016-12-31,0,0
"390","HI","02","H6HI02376",FALSE,"N",697,1,NA,NA,NA,NA,FALSE,NA,"TURNER, RICHARD L","C",3,"NON",0,0,0,0,0,66.34,0,0,0,0,0,0,0,"HI","02",0,0,2016-07-15,0,0
"391","ID","01","H0ID01253",TRUE,"REP",51568,0.80976084669378,NA,NA,242252,0.68171444491033,TRUE,NA,"LABRADOR, RAUL R. HON.","I",2,"REP",508140.31,0,877578.38,0,370198.86,760.79,0,0,0,0,0,0,274383.93,"ID","01",218850,0,2016-12-31,2314.18,0
"392","ID","01","H6ID01250",FALSE,"DEM",6954,0.561531007751938,NA,NA,113052,0.318136409301069,FALSE,NA,"PIOTROWSKI, JAMES M","C",1,"DEM",320424.19,0,320424.19,0,0,0,294.58,0,0,0,0,0,228761.99,"ID","01",80726.73,3600,2016-12-31,3400,0
"393","ID","02","H8ID02064",TRUE,"REP",47116,0.729824344000743,NA,NA,205292,0.629272584041663,TRUE,NA,"SIMPSON, MICHAEL","I",2,"REP",1015933.11,0,933105.89,361850,70310.12,153137.34,0,0,0,0,0,0,274836.6,"ID","02",741096.51,0,2016-12-31,0,2000
"394","ID","02","H6ID02183",FALSE,"CON",82,1,NA,NA,25005,0.0766467322835852,FALSE,NA,"TOMKINS, ANTHONY DAVID","C",3,"CON",1438.62,0,1399.32,0,0,39.3,1190,0,0,0,0,0,248.62,"ID","02",0,0,2016-12-31,0,0
"395","IL","01","H2IL01042",TRUE,"DEM",128402,0.714364398057226,NA,NA,234037,0.740946995839955,TRUE,NA,"RUSH, BOBBY LEE","I",1,"DEM",589580,0,621691.5,0,32905.08,793.58,0,0,0,0,0,25589.43,121080,"IL","01",468200,0,2016-12-31,0,3200
"396","IL","01","H6IL01167",FALSE,"DEM",34645,0.19274742270909,NA,NA,NA,NA,FALSE,NA,"BROOKINS, HOWARD B. JR.","C",1,"DEM",202807.69,0,202807.69,0,0,0,200,0,0,0,0,0,190918.61,"IL","01",11250,0,2016-03-31,0,0
"397","IL","01","H4IL02269",FALSE,"DEM",16696,0.0928881792336836,NA,NA,NA,NA,FALSE,NA,"BRUTUS, O. PATRICK","C",1,"DEM",42466,0,39081.37,0,0,3384.63,0,35000,0,0,0,35000,7466,"IL","01",0,0,2016-02-24,0,0
"398","IL","01","H6IL01159",FALSE,"REP",24584,0.737792983403859,NA,NA,81817,0.259027676643597,FALSE,NA,"DEUSER, AUGUST (O'NEILL)","C",2,"REP",20656,0,20150,0,0,193,14236,0,0,0,0,0,6420,"IL","01",0,0,2016-11-30,0,0
"399","IL","02","H2IL02172",TRUE,"DEM",115752,0.739190129827004,NA,NA,235051,0.798076204833595,TRUE,NA,"KELLY, ROBIN L.","I",1,"DEM",1110806.16,0,838787.75,0,122066.79,394085.2,0,0,0,0,0,0,423880.35,"IL","02",686187.74,0,2016-12-31,9196.57,2550
"400","IL","03","H4IL03077",TRUE,"DEM",107620,1,NA,NA,225320,0.999596292993687,TRUE,NA,"LIPINSKI, DANIEL WILLIAM WILLIAM","I",1,"DEM",886350.28,0,675798.29,0,1047669.95,1258221.94,0,0,0,0,0,0,238773.3,"IL","03",641562.74,0,2016-12-31,0,0
"401","IL","04","H2IL08039",TRUE,"DEM",92779,0.751740007616331,NA,NA,171297,1,TRUE,NA,"GUTIERREZ, LUIS V","I",1,"DEM",525090.18,0,560492.3,0,191563.87,156161.75,0,0,0,0,0,0,174351.18,"IL","04",332817.9,0,2016-12-31,0,1400
"402","IL","04","H6IL04146",FALSE,"DEM",30640,0.248259992383669,NA,NA,NA,NA,FALSE,NA,"SALAS, JAVIER MR","C",1,"DEM",61435,0,59565.02,0,0,1869.98,200,12533,0,12533,0,0,48702,"IL","04",0,0,2016-03-31,2700,0
"403","IL","05","H0IL05096",TRUE,"DEM",127679,1,NA,NA,212842,0.678437097576214,TRUE,NA,"QUIGLEY, MIKE","I",1,"DEM",1013643.52,0,829547.64,25000,508460.43,692556.31,0,0,0,0,0,0,444475.29,"IL","05",567875,150,2016-12-31,1800,500
"404","IL","05","H6IL05168",FALSE,"REP",NA,NA,NA,NA,86222,0.27483393046117,FALSE,NA,"GRIMSLEY, WARREN GRIZZ","C",3,"GRE",5059.26,0,6353,0,0,0,2241,1000,0,2000,0,0,1816,"IL","05",0,0,2016-03-31,460,0
"405","IL","05","H6IL05168",FALSE,"GRE",114,0.420664206642066,NA,NA,NA,NA,FALSE,NA,"GRIMSLEY, WARREN GRIZZ","C",3,"GRE",5059.26,0,6353,0,0,0,2241,1000,0,2000,0,0,1816,"IL","05",0,0,2016-03-31,460,0
"406","IL","06","H6IL06117",TRUE,"REP",83344,0.687781610523362,NA,NA,208555,0.592240150392167,TRUE,NA,"ROSKAM, PETER","I",2,"REP",3013381.97,46301.75,3357095.91,0,457445.62,113731.68,0,0,0,0,0,0,1392661.62,"IL","06",1572997.08,0,2016-12-31,21905,2500
"407","IL","06","H6IL06158",FALSE,"REP",37834,0.312218389476638,NA,NA,NA,NA,FALSE,NA,"KINZLER, GORDON (JAY)","C",2,"REP",202857.66,0,202580.7,0,0,276.96,0,102600,0,0,0,0,97291.02,"IL","06",1000,0,2016-09-13,200,0
"408","IL","06","H6IL06166",FALSE,"DEM",51101,0.671251050861707,NA,NA,143591,0.407759849607833,FALSE,NA,"HOWLAND, AMANDA","C",1,"DEM",100443.41,0,104678.51,41038,435,-3800.1,0,5000,0,5000,0,3239.5,82693.41,"IL","06",12750,0,2016-12-07,1500,0
"409","IL","06","H0IL08033",FALSE,"DEM",25027,0.328748949138293,NA,NA,NA,NA,FALSE,NA,"MARSHALL, ROBERT","C",1,"DEM",24710,0,46202,0,0,314,0,24210,0,0,0,45000,500,"IL","06",0,0,2016-12-31,0,0
"410","IL","07","H4IL07037",TRUE,"DEM",139378,0.811923292012303,NA,NA,250584,0.842395433427686,TRUE,NA,"DAVIS, DANNY K. MR.","I",1,"DEM",552637.99,0,503244.38,0,255301.9,310945.51,0,0,0,0,0,58954.71,57587.8,"IL","07",495019.52,0,2016-12-31,0,0
"411","IL","07","H6IL07289",FALSE,"DEM",32261,0.18793107465747,NA,NA,NA,NA,FALSE,NA,"DAY, THOMAS","C",1,"DEM",62346.3,0,62345.72,0,0,0,0,0,0,0,0,1110,57246.3,"IL","07",5100,0,2016-06-10,0,0
"412","IL","07","H2IL01141",FALSE,"W(D)",25,0.000145633330226489,NA,NA,NA,NA,FALSE,NA,"COLLINS, FREDERICK","C",1,"DEM",20000,0,20000,0,0,0,0,0,0,0,0,0,20000,"IL","07",0,0,2016-04-30,0,0
"413","IL","08","H6IL08147",FALSE,"DEM",44950,0.569852941176471,NA,NA,144954,0.583149281291864,TRUE,NA,"KRISHNAMOORTHI, S. RAJA","O",1,"DEM",3572635.06,0,2646752.35,0,0,925882.71,13456.39,0,0,0,0,1046.05,2975414.21,"IL","08",583011.84,0,2016-12-31,10149.47,0
"414","IL","08","H6IL08162",FALSE,"DEM",22925,0.290631338742393,NA,NA,NA,NA,FALSE,NA,"NOLAND, MICHAEL","O",1,"DEM",311618.73,0,311618.73,0,0,0,0,0,0,0,0,0,241964.06,"IL","08",69123,0,2016-06-30,0,0
"415","IL","08","H6IL08188",FALSE,"DEM",11005,0.139515720081136,NA,NA,NA,NA,FALSE,NA,"BULLWINKEL, DEBORAH M","O",1,"DEM",90728.29,0,90728.29,0,0,0,0,0,5000,0,425.8,0,78800,"IL","08",5250,0,2016-04-15,0,0
"416","IL","08","H6IL08170",FALSE,"REP",51047,0.999745397571485,NA,NA,103617,0.416850718708136,FALSE,NA,"DICIANNI, PETER","O",2,"REP",315249.26,0,315249.26,82000,0,0,0,0,0,0,0,0,274213.56,"IL","08",39660,1000,2016-12-31,40049,950
"417","IL","08","H6IL04138",FALSE,"W(R)",13,0.000254602428515472,NA,NA,NA,NA,FALSE,NA,"STRAW, ANDREW","O",2,"REP",4066.91,0,4066.91,0,0,0,352.61,0,0,0,0,0,5,"IL","08",0,0,2015-12-31,0,0
"418","IL","09","H8IL09067",TRUE,"DEM",134961,1,NA,NA,217306,0.664650036091366,TRUE,NA,"SCHAKOWSKY, JANICE D","I",1,"DEM",1376477.89,0,1307371.56,0,280530.98,349637.31,0,0,0,0,0,0,983587.15,"IL","09",379100,500,2016-12-31,8435.08,500
"419","IL","09","H6IL09145",FALSE,"REP",47948,1,NA,NA,109550,0.335068573595801,FALSE,NA,"LASONDE, JOAN MCCARTHY","C",2,"REP",202329.6,0,202329.6,0,0,0,5406.42,0,0,0,0,0,191948.18,"IL","09",4950,0,2016-12-31,4000,0
"420","IL","09","H4IL09074",FALSE,"W",NA,NA,NA,NA,79,0.00024162863819323,FALSE,NA,"WILLIAMS, DAVID EARL III","C",3,"IND",15659.23,0,16034.23,0,375,0,3094,0,0,0,0,1288.54,12365.23,"IL","09",0,200,2016-12-31,0,0
"421","IL","10","H2IL10068",FALSE,"DEM",50916,0.537326663711771,NA,NA,150435,0.526003860193849,TRUE,NA,"SCHNEIDER, BRADLEY SCOTT","C",1,"DEM",5197782.27,0,5057592.74,0,2467.29,142656.82,5400,130000,0,25000,0,105000,4240872.28,"IL","10",801368.87,10000,2016-12-31,93278.37,2400
"422","IL","10","H6IL10135",FALSE,"DEM",43842,0.462673336288229,NA,NA,NA,NA,FALSE,NA,"RODKIN ROTERING, NANCY","C",1,"DEM",1510236.51,0,1509065.76,0,0,1170.75,2465.47,345000,0,17000,0,250000,1149399.3,"IL","10",12100,0,2016-12-31,120218.09,0
"423","IL","10","H0IL10302",TRUE,"REP",61968,1,NA,NA,135535,0.473905229443768,FALSE,NA,"DOLD, ROBERT JAMES JR","I",2,"REP",5488206.47,166221.75,5650246.2,0,191656.25,29616.52,0,0,0,0,0,169365.76,3030284.67,"IL","10",2284266.41,0,2016-12-31,61451.68,9150
"424","IL","11","H8IL14067",TRUE,"DEM",82984,1,NA,NA,166578,0.604478668084319,TRUE,NA,"FOSTER, G. WILLIAM (BILL)","I",1,"DEM",2981949.73,9782.22,1761939.94,4000,1067770.54,2287780.33,0,0,0,91480.16,0,1131454.72,2210647.19,"IL","11",761100,14.02,2016-12-31,3525,0
"425","IL","11","H6IL11117",FALSE,"REP",22859,0.369384655161269,NA,NA,108995,0.395521331915681,FALSE,NA,"KHOURI, TONIA","C",2,"REP",753146.76,457.95,751139.49,0,0,2007.27,0,215250,0,0,0,215250,390982.25,"IL","11",143250,3000,2016-12-31,5640,400
"426","IL","11","H6IL11133",FALSE,"REP",22489,0.363405726843772,NA,NA,NA,NA,FALSE,NA,"STELLA, DOMINICK J. M.D.","C",2,"REP",188763.7,0,187687.36,0,0,1076.34,0,171957,0,0,0,171957,16794.5,"IL","11",0,0,2016-12-31,0,0
"427","IL","11","H6IL11141",FALSE,"REP",16536,0.267209617994958,NA,NA,NA,NA,FALSE,NA,"WHITE, HERMAN","C",2,"REP",77295,0,77256.85,0,0,38.15,0,20100,0,0,0,22252,56195,"IL","11",0,0,2016-12-31,0,0
"428","IL","12","H4IL12060",TRUE,"REP",74454,1,NA,NA,169976,0.543050843125603,TRUE,NA,"BOST, MICHAEL","I",2,"REP",2321040.38,30099.54,2340925.06,830.24,27294.05,7409.37,0,0,0,0,0,43281.72,1208172.73,"IL","12",1080524.49,1000,2016-12-31,5550,1000
"429","IL","12","H6IL12099",FALSE,"DEM",70580,1,NA,NA,124246,0.396949540258529,FALSE,NA,"BARICEVIC, CHARLES JOHN","C",1,"DEM",1008200.63,0,995539.36,0,0,12661.27,5010,0,0,0,0,0,809825.16,"IL","12",187591,5000,2016-12-31,6865,1000
"430","IL","12","H2IL12130",FALSE,"GRE",117,0.801369863013699,NA,NA,18780,0.0599996166158683,FALSE,NA,"BRADSHAW, PAULA","C",3,"GRE",3963.66,0,4445.99,0,835.4,0,0,0,0,0,0,0,2656.66,"IL","12",50,1200,2016-12-31,0,0
"431","IL","13","H2IL13120",TRUE,"REP",71447,0.76950499741513,NA,NA,187583,0.596649427151918,TRUE,NA,"DAVIS, RODNEY L","I",3,"UNK",2635220.44,10874.55,2364757.42,250,126337.4,396800.06,0,0,0,0,0,0,757667.6,"IL","13",1828745.31,2700,2016-12-31,100,4750
"432","IL","13","H6IL13139",FALSE,"REP",21401,0.23049500258487,NA,NA,NA,NA,FALSE,NA,"VANDERSAND, ETHAN","C",2,"REP",21371.59,0,21371.59,0,0,0,19086.08,0,0,0,0,0,1985.51,"IL","13",0,300,2016-06-21,1497.97,0
"433","IL","13","H6IL13121",FALSE,"DEM",71430,1,NA,NA,126811,0.403350572848082,FALSE,NA,"WICKLUND, MARK DAVID","C",1,"DEM",26682.77,0,23337.01,0,0,4440.52,17419.93,0,0,0,0,0,8987.84,"IL","13",275,0,2016-12-31,0,0
"434","IL","14","H0IL14080",TRUE,"REP",101299,1,NA,NA,200508,0.593048740450226,TRUE,NA,"HULTGREN, RANDY","I",2,"REP",1183161.68,7375.87,1301824.3,0,280861.67,162199.05,0,0,0,0,0,0,306414.73,"IL","14",868382.71,0,2016-12-31,2500,500
"435","IL","14","H6IL14129",FALSE,"DEM",27706,0.427014780450966,NA,NA,137589,0.406951259549774,FALSE,NA,"WALZ, JIM","C",1,"DEM",22919.33,0,22725.36,0,0,193.97,0,1000,0,0,0,1000,19669.33,"IL","14",2250,0,2016-12-31,2980,0
"436","IL","15","H2IL20042",TRUE,"REP",76547,0.603721054956149,NA,NA,274554,1,TRUE,NA,"SHIMKUS, JOHN M","I",2,"REP",3207855.8,0,3398401.99,0,1026835.91,836289.72,0,0,0,0,0,0,705569.31,"IL","15",2493559.71,250,2016-12-31,5600,0
"437","IL","15","H6IL15084",FALSE,"REP",50245,0.396278945043851,NA,NA,NA,NA,FALSE,NA,"MCCARTER, KYLE","C",2,"REP",499282.24,0,496041.66,0,0,3240.58,0,162500,0,1000,0,170064.26,326321.93,"IL","15",9764.41,0,2016-12-31,82963.69,0
"438","IL","16","H0IL11052",TRUE,"REP",101421,0.999980280606963,NA,NA,259722,0.999495868818139,TRUE,NA,"KINZINGER, ADAM","I",2,"REP",1835619.81,30349.01,1024440.33,0,666639.6,1477819.08,0,0,0,0,0,0,628104.85,"IL","16",1165611.08,800,2016-12-31,3810,2500
"439","IL","17","H2IL17071",TRUE,"DEM",70319,1,NA,NA,173125,0.603080106455613,TRUE,NA,"BUSTOS, CHERI","I",1,"DEM",3584496.39,6937.41,2183498.35,0,135107.63,1536105.67,0,0,0,0,0,0,2118710.96,"IL","17",1386430.35,9082.23,2016-12-31,11698.7,5000
"440","IL","18","H6IL18088",TRUE,"REP",130419,1,NA,NA,250506,0.721331018218571,TRUE,NA,"LAHOOD, DARIN MCKAY","I",2,"REP",2550357.2,43751.79,2228898.33,0,0,321458.87,0,0,0,0,0,0,1418497.33,"IL","18",1074226.24,3000,2016-12-31,8725,1815
"441","IL","18","H6IL18161",FALSE,"DEM",NA,NA,NA,NA,96770,0.278648825309618,FALSE,NA,"RODRIGUEZ, JUNIUS","C",1,"DEM",60549.95,0,61943,0,0,0,27640.51,0,0,1580,0,0,27339.44,"IL","18",5570,0,2016-12-16,400,0
"442","IN","01","H4IN01012",TRUE,"DEM",77095,0.799657711855617,NA,NA,207515,0.815117270202645,TRUE,NA,"VISCLOSKY, PETER J.","I",1,"DEM",1009860.99,0,949664.81,0,260968.6,321164.78,0,0,0,0,0,0,362011.08,"IN","01",645326.28,2500,2016-12-31,100,0
"443","IN","02","H0IN02190",TRUE,"REP",77400,0.697781343815079,NA,NA,164355,0.592575633569731,TRUE,NA,"WALORSKI SWIHART, JACKIE","I",2,"REP",1898007.35,13869.99,2080501.63,0,238479.41,55985.13,0,0,0,0,0,0,1000001.88,"IN","02",880804.69,0,2016-12-31,4500,0
"444","IN","02","H6IN02155",FALSE,"DEM",39372,0.737510536667603,NA,NA,102401,0.369202868505212,FALSE,NA,"COLEMAN, LYNN CARNELL","C",1,"DEM",663102.74,0,649084.99,0,0,14017.75,3683.53,0,0,0,0,0,501965.08,"IN","02",145231.63,10000,2016-12-31,4273,1000
"445","IN","03","H6IN03229",FALSE,"REP",46533,0.342915886748515,NA,NA,201396,0.70112481592497,TRUE,NA,"BANKS, JAMES E","O",2,"REP",1755487.43,0,1611227.82,0,0,144259.61,1124.63,0,0,0,0,86601.77,1392377.8,"IN","03",361985,0,2016-12-31,13534.76,0
"446","IN","03","H6IN03252",FALSE,"REP",42732,0.314905157039897,NA,NA,NA,NA,FALSE,NA,"TOM, KIP E","O",2,"REP",992262.07,0,992262.07,0,0,0,0,150000,0,10761.21,0,0,730912,"IN","03",111336.47,0,2016-06-30,19450,6986.47
"447","IN","03","H6IN03237",FALSE,"REP",33654,0.248006602897611,NA,NA,NA,NA,FALSE,NA,"BROWN, LIZ","O",2,"REP",388226.29,0,388226.29,0,0,0,75502.48,1e+05,100,180.03,100,0,207013,"IN","03",5545.4,0,2016-11-15,8150,450
"448","IN","03","H6IN03211",FALSE,"REP",9543,0.0703252811389998,NA,NA,NA,NA,FALSE,NA,"GALLOWAY, PAMELA GAIL","O",2,"REP",388095.04,0,388095.04,0,0,0,22992.91,250000,0,679.25,0,0,106802.13,"IN","03",8300,0,2016-09-23,4891.3,0
"449","IN","03","H6IN03245",FALSE,"DEM",12956,0.318251043969541,NA,NA,NA,NA,FALSE,NA,"NIGHTENHELSER, TODD ALAN","O",1,"DEM",2364.18,0,715.83,0,0,9.58,407.77,0,0,0,0,0,1899.18,"IN","03",37.23,0,2016-09-30,0,0
"450","IN","04","H0IN04170",TRUE,"REP",86051,0.692557806375804,NA,NA,193412,0.645925312422771,TRUE,"#  Todd Rokita withdrew after the primary election to seek his party’s nomination for Governor.  He was then nominated at a district party caucus on August 13, 2017, to fill the vacancy on the Congressional general election ballot.","ROKITA, THEODORE EDWARD","I",2,"REP",1441198.76,0,1178655.37,0,1053021.35,1315564.74,0,0,0,0,0,0,903422.77,"IN","04",527221.69,725,2016-12-31,775,1000
"451","IN","04","H6IN04169",FALSE,"LIB",NA,NA,NA,NA,14766,0.0493130372636374,FALSE,"The Libertarian Party nominated by convention on April 23, 2016.  Convention nominees are noted with an asterisk.","MAYORAS, STEVEN MICHAEL","C",3,"LIB",1907.49,0,1907.49,0,0,0,551.49,0,0,0,0,0,1356,"IN","04",0,0,2016-12-15,0,0
"452","IN","05","H2IN05082",TRUE,"REP",95209,0.695027229059904,NA,NA,221957,0.614609495064173,TRUE,"#  Susan Brooks withdrew after the primary election to seek her party’s nomination for Governor.  She was then nominated at a district party caucus on August 13, 2017, to fill the vacancy on the Congressional general election ballot.","BROOKS, SUSAN MRS.","I",2,"REP",1734455.31,108124.5,1233226.07,0,846661.03,1347890.27,0,0,0,0,0,0,733033.42,"IN","05",891946.04,0,2016-12-31,2850,4500
"453","IN","05","H6IN05240",FALSE,"REP",21575,0.157497846495262,NA,NA,NA,NA,FALSE,NA,"MACKENZIE, STEPHEN M.","C",2,"REP",105754.11,0,103507.9,0,0,363.07,0,43150,0,0,0,78670.87,54005.96,"IN","05",8250,0,2016-12-31,0,0
"454","IN","05","H6IN05216",FALSE,"DEM",52530,0.749176376627637,NA,NA,123849,0.342943774488765,FALSE,NA,"DEMAREE, ANGELA JO","C",1,"DEM",148371.64,0,147903.43,0,0,468.21,1563.78,0,0,0,0,0,105819.84,"IN","05",33610,6916.1,2016-12-31,0,0
"455","IN","05","H4IN05112",FALSE,"DEM",17587,0.250823623372363,NA,NA,NA,NA,FALSE,NA,"DAVIDSON, ALLEN RAY","C",1,"DEM",1889.09,0,1889.09,0,0,0,629.97,1259.12,0,0,0,0,0,"IN","05",0,0,2016-06-30,0,0
"456","IN","05","H6IN05257",FALSE,"LIB",NA,NA,NA,NA,15329,0.0424467304470627,FALSE,"The Libertarian Party nominated by convention on April 23, 2016.  Convention nominees are noted with an asterisk.","WITTLIEF, MATTHEW","C",3,"LIB",7471.44,0,7471.44,0,0,0,750.01,0,0,0,0,0,6021.43,"IN","05",0,700,2016-12-30,0,0
"457","IN","06","H0IN02125",TRUE,"REP",91828,0.776636952587155,NA,NA,204920,0.691398012719942,TRUE,NA,"MESSER, ALLEN LUCAS","I",2,"REP",1945850.71,3849.91,1356932.2,278132.01,461480.82,1050399.33,0,0,0,0,0,0,821381.59,"IN","06",1113729.49,1000,2016-12-31,392.52,4461.78
"458","IN","07","H8IN07184",TRUE,"DEM",70006,0.856373934211653,NA,NA,158739,0.599761967733404,TRUE,NA,"CARSON, ANDRE","I",1,"DEM",1121602.41,39022.54,983464.71,0,685209.7,823347.4,0,0,0,0,0,0,478006.97,"IN","07",593379.23,8960.64,2016-12-31,2926.31,750
"459","IN","07","H8IN07259",FALSE,"REP",30514,0.530678260869565,NA,NA,94456,0.356882155136585,FALSE,NA,"PING, CATHERINE LOUISE ""CAT""","C",2,"REP",6030,0,5102,0,2531,1837,0,0,0,0,0,0,4780,"IN","07",0,1250,2016-12-31,0,0
"460","IN","07","H8IN07150",FALSE,"REP",16955,0.294869565217391,NA,NA,NA,NA,FALSE,NA,"HARMON, WAYNE E","C",2,"REP",636,0,212,0,120,564,361,0,0,0,0,0,636,"IN","07",0,0,2017-01-01,0,0
"461","IN","07","H2IN07096",FALSE,"REP",10031,0.174452173913043,NA,NA,NA,NA,FALSE,NA,"MINIEAR, J D","C",2,"REP",4477,0,4476,0,0,0,0,2100,0,410.44,0,1689,2069,"IN","07",0,0,2016-09-30,0,0
"462","IN","07","H6IN07386",FALSE,"LIB",NA,NA,NA,NA,11475,0.043355877130011,FALSE,"The Libertarian Party nominated by convention on April 23, 2016.  Convention nominees are noted with an asterisk.","THOMPSON, ANDREW","C",3,"LIB",16297.37,0,18212.52,750,3034.41,2545.75,51,5500,0,0,0,0,10721.5,"IN","07",0,0,2016-10-19,0,0
"463","IN","08","H0IN08114",TRUE,"REP",72889,0.650463603344726,NA,NA,187702,0.636897591894487,TRUE,NA,"BUCSHON, LARRY D.","I",2,"REP",994854.35,56980.68,987262.11,0,305268.86,312861.1,0,0,0,0,0,0,286282,"IN","08",648925,0,2016-12-31,5600,8075
"464","IN","08","H6IN08228",FALSE,"REP",39168,0.349536396655274,NA,NA,NA,NA,FALSE,NA,"MOSS, RICHARD MARC","C",2,"REP",58255,0,56640.12,0,0,1614.88,0,28000,0,0,0,28000,30255,"IN","08",0,0,2016-12-31,0,0
"465","IN","08","H6IN08244",FALSE,"DEM",29270,0.500547233052876,NA,NA,93356,0.316769195793874,FALSE,NA,"DRAKE, RON","C",1,"DEM",12275,0,11249,0,0,1301,0,5000,0,0,0,0,2770,"IN","08",1500,500,2016-12-31,0,0
"466","IN","09","H6IN09176",FALSE,"REP",40767,0.335497728619396,NA,NA,174791,0.541411769807616,TRUE,NA,"HOLLINGSWORTH, TREY","O",2,"REP",3602039.04,0,3601734.05,0,0,304.99,102072.3,3083500,0,43422.19,0,823541.84,128473.74,"IN","09",285500,0,2016-12-31,0,0
"467","IN","09","H6IN09143",FALSE,"REP",30396,0.250148133517677,NA,NA,NA,NA,FALSE,NA,"HOUCHIN, ERIN","O",2,"REP",524323.97,0,524323.97,0,0,0,0,0,0,0,0,0,401540.43,"IN","09",122637.62,0,2016-09-30,6135,4000
"468","IN","09","H6IN09135",FALSE,"REP",26554,0.218529857133452,NA,NA,NA,NA,FALSE,NA,"ZOELLER, GREGORY FRANCIS MR.","O",2,"REP",300885.58,0,295657.81,0,0,0,0,0,0,0,0,0,271985.58,"IN","09",28400,500,2016-12-09,13500,5000
"469","IN","09","H6IN09150",FALSE,"REP",15759,0.129690894726447,NA,NA,NA,NA,FALSE,NA,"WALTZ, DARRYL BRENT JR","O",2,"REP",309603.49,0,306903.49,0,0,0,0,113700,0,0,0,113700,152078.49,"IN","09",10000,25400,2016-12-31,0,0
"470","IN","09","H6IN09200",FALSE,"REP",8036,0.0661333860030285,NA,NA,NA,NA,FALSE,NA,"HALL, ROBERT","O",2,"REP",8498.42,0,8498.42,0,0,0,642.61,0,0,0,0,0,7611,"IN","09",244.81,0,2016-05-24,0,0
"471","IN","09","H2IN09167",FALSE,"DEM",44253,0.701148696823259,NA,NA,130627,0.404614626923923,FALSE,NA,"YODER, SHELLI","O",1,"DEM",1439886.91,1270,1419849.79,0,0,20037.12,1490.82,0,0,0,0,0,1065454.54,"IN","09",359171.55,12500,2016-12-31,3325,500
"472","IA","01","H2IA01055",TRUE,"REP",13411,0.993480998592488,NA,NA,206903,0.53744249656473,TRUE,NA,"BLUM, RODNEY","I",2,"REP",2406981.12,21236.9,2403972.06,274800,44558.1,47567.16,235.6,5e+05,0,5e+05,0,114119,1205117.25,"IA","01",679422.28,0,2016-12-31,8375,0
"473","IA","01","H4IA01077",FALSE,"DEM",21032,0.674967907573813,NA,NA,177403,0.460814542167454,FALSE,NA,"VERNON, MONICA W","C",1,"DEM",2951995.11,0,2945150.95,0,0,6844.16,0,238800,0,63750,0,175050,2063984.04,"IA","01",620594.2,20000,2016-12-31,14709.03,500
"474","IA","01","H4IA01069",FALSE,"DEM",10090,0.323812580231065,NA,NA,NA,NA,FALSE,NA,"MURPHY, PATRICK","C",1,"DEM",259095.85,0,259237.33,0,1334.83,1193.35,5000,10000,0,10000,0,0,205656.74,"IA","01",20848.38,0,2016-06-30,130,0
"475","IA","02","H6IA02146",TRUE,"DEM",23738,0.990073406740073,NA,NA,198571,0.536631966965019,TRUE,NA,"LOEBSACK, DAVID WAYNE","I",1,"DEM",1626574.06,0,699336.2,0,33469.28,960707.14,0,0,0,0,0,0,664698.5,"IA","02",935017.45,10000,2016-12-31,750,500
"476","IA","02","H6IA02161",FALSE,"REP",14987,0.992911090499536,NA,NA,170933,0.461941129415834,FALSE,NA,"PETERS, CHRISTOPHER CARL","C",2,"REP",216592.81,0,208818.45,0,0,7774.36,12210.6,110000,0,0,0,110000,85777.21,"IA","02",8605,0,2016-12-31,0,0
