	Unnamed: 0	rate	views	length	ratings
925	2221	4.23	5094	214	13
926	2222	0.0	285	225	0
927	2223	5.0	659	193	1
928	2224	4.5	3530	337	4
929	2227	4.17	5149	92	6
930	2228	4.5	427	345	2
931	2229	0.0	103	34	0
932	2234	5.0	625	200	2
933	2235	0.0	273	32	0
934	2236	1.0	750	59	2
935	2237	3.0	196	21	1
936	2240	0.0	219	180	0
937	2243	4.75	1446	224	4
938	2244	4.0	213	396	1
939	2249	4.5	343	225	8
940	2252	2.5	754	142	2
941	2253	5.0	2416	49	1
942	2254	5.0	3104	290	6
943	2255	5.0	183	7	2
944	2258	4.64	14713	114	22
945	2259	3.14	456	52	14
946	2260	4.0	715	103	16
947	2261	3.0	140	9	4
948	2262	4.8	351	108	20
949	2297	3.4	543	298	5
950	2298	4.09	6601	50	23
951	2299	0.0	20	298	0
952	2300	0.0	345	451	0
953	2301	0.0	23	9	0
954	2302	1.0	361	222	1
955	2303	0.0	21	1	0
956	2304	4.73	17119	28	45
957	2305	4.8	3512	256	10
958	2306	4.47	7038	188	19
959	2307	4.19	31978	298	63
960	2308	0.0	147	303	0
961	2309	4.76	17183	311	38
962	2310	5.0	559	303	2
963	2311	5.0	2498	306	4
964	2312	4.5	1190	215	2
965	2313	0.0	36	252	0
966	2314	1.0	334	208	1
967	2315	5.0	668	226	1
968	2316	0.0	583	215	0
969	2317	3.86	28439	296	7
970	2318	5.0	2784	212	6
971	2319	0.0	14	298	0
972	2320	5.0	378	212	1
973	2321	4.67	1287	298	9
974	2322	5.0	2023	259	8
975	2323	0.0	188	212	0
976	2324	3.0	441	305	2
977	2325	0.0	144	214	0
978	2326	5.0	672	139	5
979	2327	4.2	309	298	5
980	2328	3.0	99	212	2
981	2329	0.0	14	298	0
982	2330	5.0	37	298	1
983	2331	0.0	159	257	0
984	2332	0.0	12	298	0
985	2333	3.0	755	298	2
986	2334	0.0	78	187	0
987	2335	3.0	696	180	2
988	2336	5.0	155	39	1
989	2337	4.3	10855	222	30
990	2338	3.0	192	298	2
991	2339	5.0	2362	216	6
992	2340	5.0	611	116	2
993	2341	5.0	26	99	1
994	2342	2.71	511	197	7
995	2343	3.0	34	298	2
996	2344	0.0	138	298	0
997	2345	0.0	25	298	0
998	2346	0.0	68	298	0
999	2347	5.0	179	298	1
1000	2348	5.0	371	298	2
1001	2349	0.0	52	298	0
1002	2350	4.53	4116	248	32
1003	2351	4.62	2219	326	13
1004	2352	4.5	123	361	2
1005	2353	4.5	1248	203	2
1006	2354	5.0	629	245	10
1007	2355	0.0	155	225	0
1008	2356	0.0	78	64	0
1009	2357	5.0	89	185	2
1010	2358	5.0	273	206	1
1011	2359	5.0	250	166	1
1012	2360	5.0	130	228	1
1013	2361	5.0	916	486	5
1014	2362	5.0	68	213	5
1015	2363	5.0	4564	187	24
1016	2364	4.16	2327	180	19
1017	2365	4.83	320	437	6
1018	2366	5.0	4599	191	32
1019	2367	4.0	2777	80	4
1020	2368	5.0	35	253	1
1021	2369	0.0	165	251	0
1022	2372	0.0	34	250	0
1023	2373	5.0	306	314	2
1024	2374	5.0	2041	225	3
1025	2375	4.79	9391	280	19
1026	2376	4.96	6452	218	23
1027	2377	3.67	186	244	3
1028	2378	3.5	2027	264	10
1029	2379	5.0	500	338	4
1030	2380	4.67	16547	222	27
1031	2381	3.0	1444	176	2
1032	2382	4.0	443	187	4
1033	2383	5.0	323	242	1
1034	2384	4.78	7335	138	9
1035	2385	3.45	43864	141	109
1036	2386	4.14	3522	270	7
1037	2387	5.0	903	91	8
1038	2388	3.68	3513	270	19
1039	2389	4.0	565	227	4
1040	2390	5.0	386	205	1
1041	2393	4.1	19165	201	109
1042	2394	3.86	2808	204	21
1043	2395	4.0	1830	221	3
1044	2396	5.0	603	139	4
1045	2397	5.0	97	46	1
1046	2398	0.0	638	148	0
1047	2399	5.0	1156	301	3
1048	2400	5.0	138	278	1
1049	2401	0.0	32	261	0
1050	2402	0.0	57	237	0
1051	2405	2.33	1291	31	3
1052	2406	0.0	224	109	0
1053	2407	4.75	1179	274	4
1054	2408	0.0	113	174	0
1055	2409	4.74	3385	181	19
1056	2410	5.0	1429	165	5
1057	2411	5.0	1101	250	2
1058	2412	4.85	12842	194	53
1059	2413	4.64	4640	207	11
1060	2414	5.0	577	254	1
1061	2415	5.0	102	251	1
1062	2416	5.0	13	249	1
1063	2417	3.4	7422	208	5
1064	2418	4.69	40374	204	144
1065	2419	5.0	998	280	5
1066	2420	3.77	16425	33	13
1067	2421	4.73	53877	239	110
1068	2422	4.28	65225	328	168
1069	2423	5.0	237	171	1
1070	2424	3.33	6999	325	6
1071	2425	5.0	1157	174	4
1072	2426	5.0	224	159	2
1073	2427	5.0	3379	362	9
1074	2428	4.64	7953	224	22
1075	2429	4.83	70540	203	93
1076	2430	4.54	42406	247	72
1077	2431	4.8	1490	187	5
1078	2432	2.33	923	259	3
1079	2433	4.64	13083	336	25
1080	2434	4.72	14123	305	18
1081	2439	3.7	1743	131	10
1082	2440	4.8	3399	261	44
1083	2441	4.8	19956	193	46
1084	2462	4.82	637	25	34
1085	2471	4.71	9191	128	7
1086	2478	5.0	330	311	28
1087	2479	4.67	456	16	12
1088	2480	3.74	1228	201	19
1089	2481	4.93	126	161	14
1090	2482	4.38	272	114	13
1091	2485	4.41	470	187	17
1092	2486	4.9	172	277	20
1093	2489	4.72	423	201	57
1094	2490	0.0	69	74	0
1095	2493	4.67	121	23	3
1096	2496	4.0	128	458	4
1097	2501	4.8	106	191	15
1098	2504	0.0	19	83	0
1099	2505	4.95	432	144	37
1100	2506	4.9	506	190	30
1101	2509	4.95	1048	182	155
1102	2510	4.5	2303	96	8
1103	2511	4.68	893	607	109
1104	2516	4.99	1332	112	162
1105	2519	5.0	156	144	1
1106	2522	5.0	86	226	4
1107	2525	5.0	37	455	1
1108	2526	3.0	129	237	4
1109	2527	4.78	276	261	36
1110	2528	0.0	526	14	0
1111	2529	5.0	4286	8	1
1112	2530	5.0	345	111	1
1113	2531	0.0	491	28	0
1114	2532	5.0	438	267	4
1115	2533	0.0	26	220	0
1116	2534	4.0	193	32	1
1117	2535	4.64	44722	203	56
1118	2536	5.0	4875	244	1
1119	2537	3.67	19563	11	3
1120	2538	5.0	82	174	1
1121	2539	3.56	9797	47	9
1122	2544	3.5	534	126	2
1123	2545	1.0	77	203	1
1124	2546	5.0	9621	69	2
1125	2547	0.0	114	46	0
1126	2552	4.85	1355	247	26
1127	2555	4.1	9564	91	31
1128	2556	2.67	858	320	3
1129	2557	0.0	153	218	0
1130	2558	0.0	426	120	0
1131	2559	0.0	678	58	0
1132	2560	5.0	1275	346	4
1133	2561	3.12	19148	195	41
1134	2562	4.64	561	71	11
1135	2563	3.0	2068	54	5
1136	2564	0.0	52	17	0
1137	2565	4.5	853	13	2
1138	2566	5.0	32	82	2
1139	2567	4.81	49992	426	339
1140	2568	0.0	32	313	0
1141	2569	5.0	183	90	1
1142	2570	5.0	65	48	1
1143	2571	4.5	2148	115	4
1144	2572	3.0	32673	15	2
1145	2573	5.0	6157	227	6
1146	2574	4.43	2495	819	7
1147	2575	4.67	1547	310	3
1148	2576	5.0	421	6	2
1149	2579	3.0	145	11	2
1150	2582	2.4	15138	34	10
1151	2583	5.0	1662	140	1
1152	2586	4.89	216992	310	359
1153	2587	4.76	120244	211	95
1154	2588	4.91	78650	266	153
1155	2589	4.83	96122	312	221
1156	2590	4.83	37687	298	35
1157	2591	4.77	72347	162	35
1158	2592	4.86	70825	209	150
1159	2593	4.73	81180	151	104
1160	2594	4.89	108191	205	205
1161	2595	4.91	61183	283	95
1162	2596	4.59	76687	329	90
1163	2597	4.81	81681	316	103
1164	2598	4.81	147470	335	248
1165	2601	4.93	51922	254	95
1166	2602	4.81	37379	246	57
1167	2605	4.0	4767	191	1
1168	2608	4.81	24876	58	16
1169	2621	4.0	421	397	1
1170	2628	5.0	461	63	1
1171	2631	5.0	9095	21	4
1172	2632	5.0	343	297	2
1173	2637	0.0	239	21	0
1174	2638	0.0	89	46	0
1175	2639	0.0	2087	20	0
1176	2640	4.68	9147	408	25
1177	2641	0.0	19	136	0
1178	2642	5.0	2046	191	18
1179	2643	5.0	4232	202	2
1180	2644	4.92	20612	184	12
1181	2645	0.0	177	21	0
1182	2646	5.0	10131	505	22
1183	2647	4.75	3829	488	20
1184	2648	5.0	1672	390	6
1185	2649	4.6	1505	73	15
1186	2650	4.67	116	209	6
1187	2653	4.0	74	65	4
1188	2654	0.0	541	91	0
1189	2655	4.2	237	42	10
1190	2656	0.0	86	63	0
1191	2657	0.0	29	99	0
1192	2658	4.56	3749	276	9
1193	2659	4.92	4045	37	12
1194	2660	5.0	2448	160	12
1195	2661	3.75	1277	147	4
1196	2662	5.0	1080	184	3
1197	2663	3.67	1362	27	3
1198	2664	3.77	3517	270	22
1199	2665	4.5	2347	9	2
1200	2666	4.27	7662	284	15
1201	2667	4.82	1967	229	11
1202	2668	4.33	1063	82	3
1203	2669	1.88	98989	296	301
1204	2670	4.94	15163	306	54
1205	2671	4.9	19974	126	72
1206	2672	3.67	576	20	3
1207	2673	0.0	739	14	0
1208	2674	3.7	19416	288	56
1209	2675	3.45	7899	85	22
1210	2676	4.85	154681	128	285
1211	2677	2.17	1493	57	6
1212	2678	4.86	39293	133	104
1213	2679	2.0	5109	141	18
1214	2680	4.12	9275	60	8
1215	2681	3.94	2175	444	18
1216	2682	4.7	11718	122	20
1217	2683	4.89	19965	349	63
1218	2684	4.4	1599	48	5
1219	2685	3.0	1247	63	2
1220	2686	0.0	1303	284	0
1221	2687	4.7	27190	339	23
1222	2688	3.5	5529	327	4
1223	2689	5.0	3353	47	2
1224	2690	2.75	2973	24	4
1225	2693	0.0	1831	100	0
1226	2700	0.0	5661	202	0
1227	2705	4.17	7697	362	6
1228	2706	5.0	2609	364	1
1229	2761	4.5	943	62	4
1230	2766	0.0	110	16	0
1231	2769	0.0	650	40	0
1232	2786	5.0	857	42	4
1233	2787	0.0	202	14	0
1234	2794	5.0	1029	153	8
1235	2797	4.8	1008	31	5
1236	2798	0.0	282	76	0
1237	2809	5.0	690	193	4
1238	2820	5.0	6136	40	3
1239	2823	5.0	4963	111	3
1240	2830	1.8	2580	159	5
1241	2833	5.0	1389	423	3
1242	2834	0.0	582	437	0
1243	2835	5.0	7279	63	1
1244	2842	1.0	1231	3	3
1245	2843	4.0	736	27	1
1246	2844	5.0	581	219	1
1247	2845	0.0	165	251	0
1248	2846	3.0	311	110	2
1249	2847	5.0	6734	302	14
1250	2850	0.0	512	78	0
1251	2851	0.0	328	34	0
1252	2852	5.0	7210	598	1
1253	2853	4.5	8410	197	8
1254	2864	4.0	646	511	2
1255	2873	0.0	97	101	0
1256	2874	5.0	1873	39	3
1257	2879	0.0	156	148	0
1258	2882	5.0	197	595	2
1259	2887	5.0	193	145	1
1260	2888	5.0	281	590	1
1261	2889	5.0	412	609	3
1262	2898	5.0	201	601	5
1263	2901	5.0	187	211	5
1264	2906	5.0	274	608	3
1265	2911	3.12	10042	132	8
1266	2922	5.0	696	30	3
1267	2923	0.0	770	241	0
1268	2924	4.5	8229	637	12
1269	2925	5.0	5605	552	8
1270	2932	3.0	148	99	2
1271	2935	5.0	1930	37	1
1272	2942	4.35	27785	555	23
1273	2945	5.0	389	124	1
1274	2956	5.0	1823	81	2
1275	2957	0.0	89	15	0
1276	2968	3.0	1308	578	2
1277	2969	3.0	3144	92	2
1278	2970	5.0	979	27	1
1279	2973	4.67	2344	102	3
1280	2974	0.0	167	39	0
1281	2977	0.0	270	34	0
1282	2978	0.0	840	80	0
1283	2979	0.0	699	15	0
1284	2982	0.0	235	359	0
1285	2985	0.0	445	444	0
1286	2988	5.0	3463	100	2
1287	2989	0.0	72	78	0
1288	2994	4.86	3801	280	7
1289	2995	4.33	7488	211	9
1290	2996	5.0	83	122	1
1291	3005	0.0	612	19	0
1292	3006	0.0	196	68	0
1293	3013	4.5	997	145	6
1294	3018	0.0	79	20	0
1295	3025	0.0	98	136	0
1296	3032	0.0	100	20	0
1297	3061	4.95	1062	57	20
1298	3072	4.6	3093	246	10
1299	3073	5.0	2682	565	7
1300	3074	5.0	4622	102	3
1301	3075	4.8	1341	549	5
1302	3076	5.0	3968	496	5
1303	3077	4.5	6893	615	8
1304	3078	0.0	519	471	0
1305	3079	4.43	5455	333	7
1306	3080	3.0	3480	10	2
1307	3081	5.0	2436	209	1
1308	3082	4.67	4271	65	3
1309	3083	5.0	1312	552	1
1310	3084	5.0	8033	102	4
1311	3085	2.53	8175	33	15
1312	3086	5.0	1737	564	6
1313	3089	4.0	8317	109	4
1314	3090	0.0	172	40	0
1315	3091	0.0	50	37	0
1316	3092	0.0	91	93	0
1317	3093	0.0	311	143	0
1318	3096	3.67	3280	35	3
1319	3101	4.5	156	174	4
1320	3102	0.0	355	337	0
1321	3107	5.0	281	59	1
1322	3118	1.0	228	294	2
1323	3129	3.71	2879	198	17
1324	3130	2.67	647	97	12
1325	3131	4.0	391	47	4
1326	3132	4.0	1427	40	4
1327	3133	4.51	10754	221	43
1328	3134	3.86	4236	82	14
1329	3137	4.8	6530	187	25
1330	3138	4.54	4646	168	24
1331	3139	4.19	3425	340	16
1332	3140	4.85	2409	157	13
1333	3141	5.0	364	3	1
1334	3142	5.0	459	236	1
1335	3143	4.29	4321	169	28
1336	3144	4.18	3388	126	11
1337	3145	4.64	7084	82	33
1338	3146	4.86	4474	98	14
1339	3147	4.27	61284	134	450
1340	3148	3.9	2541	95	29
1341	3149	2.17	318	88	6
1342	3150	4.2	700	108	10
1343	3151	4.0	321	131	2
1344	3152	4.28	22716	197	216
1345	3153	4.11	1147	229	9
1346	3154	3.64	2249	196	14
1347	3155	2.62	1612	272	13
1348	3156	3.79	1076	211	14
1349	3157	4.28	19643	236	162
1350	3158	5.0	1622	345	8
1351	3159	4.4	9189	261	101
1352	3160	4.86	2243	203	99
1353	3161	4.68	2073	195	19
1354	3162	4.93	3145	201	29
1355	3163	4.77	1046	158	106
1356	3164	4.93	1411	153	29
1357	3165	4.95	957	151	19
1358	3166	5.0	1552	301	2
1359	3167	4.5	246	177	4
1360	3168	4.98	615	220	49
1361	3169	5.0	634	289	11
1362	3170	4.71	813	172	17
1363	3171	4.85	3736	199	160
1364	3172	5.0	348	253	3
1365	3173	2.0	289	180	2
1366	3174	4.0	521	271	4
1367	3175	5.0	457	167	11
1368	3176	5.0	387	177	6
1369	3177	5.0	253	279	6
1370	3178	4.91	283	152	23
1371	3179	5.0	196	111	7
1372	3180	5.0	89	506	3
1373	3181	5.0	313	186	7
1374	3182	4.74	6433	266	57
1375	3183	5.0	307	165	11
1376	3186	4.05	5363	244	21
1377	3193	5.0	445	138	3
1378	3194	3.78	9543	331	9
1379	3195	4.46	5397	138	65
1380	3196	4.83	341	152	12
1381	3197	2.62	450	229	8
1382	3198	4.69	4053	264	62
1383	3199	4.81	1961	220	62
1384	3200	4.57	4381	144	23
1385	3201	3.2	174	359	5
1386	3202	4.95	1679	249	59
1387	3203	3.0	557	224	2
1388	3206	3.0	124	104	2
1389	3207	4.61	2386	194	62
1390	3208	3.62	3554	222	13
1391	3209	0.0	284	15	0
1392	3210	3.47	86272	235	193
1393	3211	0.0	1532	121	0
1394	3214	4.52	57759	250	462
1395	3215	4.83	315	326	6
1396	3216	4.75	458	197	8
1397	3217	5.0	178	233	3
1398	3218	4.25	319	127	4
1399	3219	4.0	291	171	1
1400	3222	4.83	1359	156	6
1401	3223	4.88	13021	400	32
1402	3224	4.7	837	183	10
1403	3227	5.0	57	109	1
1404	3228	5.0	185	100	2
1405	3231	4.45	5336	324	29
1406	3232	4.88	5063	321	56
1407	3233	3.2	3589	218	10
1408	3234	3.83	1311	657	6
1409	3235	5.0	1653	181	5
1410	3236	5.0	795	202	1
1411	3239	4.71	1421	216	17
1412	3240	4.84	6574	188	43
1413	3241	4.26	9654	381	34
1414	3242	4.39	140747	88	381
1415	3243	5.0	651	410	5
1416	3244	4.71	31600	95	45
1417	3245	4.43	296	112	7
1418	3246	5.0	353	201	1
1419	3247	4.6	3018	191	10
1420	3250	4.44	649	341	16
1421	3251	5.0	525	170	6
1422	3252	3.0	160	207	4
1423	3253	3.4	199	178	5
1424	3254	0.0	102	221	0
1425	3255	4.63	2033	305	27
1426	3256	4.88	8774	308	8
1427	3257	5.0	127	83	1
1428	3258	5.0	386	217	6
1429	3261	4.92	4044	149	13
1430	3264	5.0	399	247	1
1431	3265	5.0	1012	173	2
1432	3266	4.0	507	254	4
1433	3267	3.25	1295	500	4
1434	3268	5.0	1215	291	6
1435	3269	5.0	1159	296	6
1436	3270	4.33	5856	401	21
1437	3271	4.09	1632	221	11
1438	3272	4.5	2152	511	8
1439	3273	4.73	15057	246	30
1440	3274	4.25	1408	117	4
1441	3275	4.9	2941	625	10
1442	3276	4.75	815	171	8
1443	3277	4.43	960	230	7
1444	3278	4.93	2146	385	14
1445	3279	4.33	559	294	3
1446	3280	4.86	3132	219	28
1447	3287	3.6	1261	111	5
1448	3288	5.0	1500	83	4
1449	3291	3.8	1259	77	5
1450	3292	5.0	602	77	5
1451	3293	5.0	434	212	5
1452	3296	4.0	394	168	5
1453	3297	1.0	41	137	1
1454	3298	3.75	7524	26	36
1455	3299	4.0	65	106	4
1456	3300	3.75	397	540	4
1457	3301	5.0	107	68	1
1458	3302	4.86	339	453	7
1459	3303	3.86	177	241	7
1460	3304	3.0	141	141	4
1461	3305	3.0	1187	78	11
1462	3310	0.0	210	41	0
1463	3323	5.0	136	183	1
1464	3324	0.0	78	277	0
1465	3327	0.0	283	256	0
1466	3328	5.0	109	103	1
1467	3329	5.0	168	139	5
1468	3334	0.0	17	106	0
1469	3335	3.0	304	17	1
1470	3336	5.0	295	103	15
1471	3337	0.0	188	369	0
1472	3338	1.84	11522	140	19
1473	3339	0.0	36	62	0
1474	3342	1.0	66	16	1
1475	3345	5.0	58	251	1
1476	3346	4.39	1581	181	80
1477	3349	4.87	35120	336	38
1478	3350	3.34	1725	114	38
1479	3353	5.0	104	253	10
1480	3354	3.73	6121	234	11
1481	3355	3.55	1044	30	11
1482	3356	3.67	400	276	3
1483	3373	5.0	242	570	1
1484	3374	4.85	5965	226	20
1485	3377	5.0	255	145	1
1486	3378	5.0	530	30	1
1487	3379	2.5	714	30	6
1488	3380	4.33	5853	168	40
1489	3393	5.0	1212	395	6
1490	3396	4.55	996	4	20
1491	3399	5.0	160	30	5
1492	3404	4.68	3084	341	25
1493	3405	4.67	384	30	3
1494	3406	4.74	11562	47	19
1495	3411	4.5	1972	213	2
1496	3412	4.83	11210	156	23
1497	3429	5.0	6310	81	34
1498	3430	5.0	1254	211	1
1499	3433	0.0	1748	96	0
1500	3434	4.29	23038	393	21
1501	3435	4.9	404933	335	801
1502	3436	4.69	18439	587	29
1503	3437	4.27	8809	325	11
1504	3438	3.0	1691	248	3
1505	3439	5.0	1189	255	4
1506	3440	4.85	5568	312	27
1507	3441	0.0	271	334	0
1508	3442	2.4	2266	38	5
1509	3443	2.91	4135	29	11
1510	3444	4.97	13020	252	30
1511	3445	5.0	12513	215	19
1512	3446	4.9	6759	178	10
1513	3447	5.0	29204	250	20
1514	3448	4.71	8902	75	14
1515	3449	5.0	3071	123	4
1516	3450	5.0	8199	141	6
1517	3451	4.75	16916	130	28
1518	3452	4.38	9413	303	16
1519	3453	5.0	9070	227	24
1520	3454	4.94	10712	215	18
1521	3455	4.67	7520	179	12
1522	3458	4.67	490	191	3
1523	3459	0.0	488	18	0
1524	3460	5.0	5659	174	3
1525	3463	4.67	4727	114	12
1526	3464	3.75	2722	35	4
1527	3465	5.0	3686	162	6
1528	3468	5.0	6432	255	4
1529	3469	5.0	10670	154	16
1530	3470	4.6	6484	135	5
1531	3471	5.0	1293	380	2
1532	3472	5.0	1490	611	7
1533	3475	3.75	2742	267	4
1534	3478	4.0	2977	352	6
1535	3479	0.0	288	57	0
1536	3480	4.71	9099	138	17
1537	3481	4.6	631	486	5
1538	3482	4.2	2626	265	5
1539	3483	4.5	271	210	2
1540	3484	5.0	1249	140	5
1541	3485	5.0	420	286	1
1542	3486	5.0	2583	68	5
1543	3487	0.0	225	85	0
1544	3488	0.0	1926	215	0
1545	3489	0.0	274	298	0
1546	3492	0.0	263	283	0
1547	3493	5.0	1797	140	2
1548	3494	5.0	1411	181	1
1549	3495	4.2	577	71	5
1550	3498	5.0	4116	36	2
1551	3499	4.89	13254	144	9
1552	3500	4.14	8808	58	7
1553	3503	5.0	2028	99	2
1554	3504	4.45	20810	303	40
1555	3505	0.0	5248	126	0
1556	3506	0.0	3285	59	0
1557	3507	3.67	4051	219	3
1558	3508	4.83	39504	263	12
1559	3509	4.64	63839	376	45
1560	3510	4.29	15797	275	7
1561	3511	4.8	28213	305	5
1562	3514	5.0	3449	279	1
1563	3517	4.85	10615	324	13
1564	3518	3.47	9522	215	15
1565	3519	4.92	3819	243	13
1566	3520	4.82	48482	218	17
1567	3523	5.0	7006	130	2
1568	3524	5.0	2493	293	2
1569	3525	4.5	4368	199	8
1570	3526	0.0	1025	277	0
1571	3527	0.0	389	246	0
1572	3528	5.0	4275	240	8
1573	3529	4.5	15720	242	12
1574	3530	5.0	6836	226	8
1575	3531	4.61	15058	256	23
1576	3532	4.14	10771	228	14
1577	3533	4.71	3279	125	7
1578	3534	5.0	1667	293	5
1579	3535	5.0	961	285	3
1580	3536	0.0	619	199	0
1581	3537	4.0	1423	86	4
1582	3538	4.22	4316	231	9
1583	3539	0.0	349	293	0
1584	3540	4.8	1368	89	5
1585	3541	4.0	342	59	2
1586	3550	2.69	7503	180	36
1587	3551	3.0	683	32	2
1588	3552	3.75	1630	112	4
1589	3557	3.72	8453	318	18
1590	3558	0.0	1276	50	0
1591	3567	4.75	663	234	4
1592	3568	4.33	1622	206	12
1593	3569	4.57	622	204	7
1594	3570	0.0	266	228	0
1595	3571	3.2	351	180	5
1596	3574	5.0	146	224	3
1597	3577	4.07	6210	344	15
1598	3578	5.0	720	235	5
1599	3579	4.0	1010	214	1
1600	3580	0.0	58	179	0
1601	3583	4.82	18599	326	49
1602	3586	3.5	522	255	2
1603	3591	4.79	47338	326	146
1604	3592	0.0	61	516	0
1605	3593	5.0	886	217	11
1606	3594	5.0	157	308	3
1607	3595	5.0	384	442	7
1608	3596	5.0	433	658	18
1609	3599	1.33	388	115	3
1610	3602	1.0	108	571	1
1611	3603	5.0	202	228	2
1612	3604	0.0	8	121	0
1613	3605	4.67	711	101	6
1614	3606	0.0	46	118	0
1615	3607	0.0	24	239	0
1616	3610	1.0	48	599	1
1617	3611	0.0	35	396	0
1618	3616	5.0	494	221	4
1619	3617	0.0	1153	79	0
1620	3636	3.67	4006	25	3
1621	3637	4.83	763	144	6
1622	3638	4.92	14678	151	24
1623	3641	5.0	3785	237	11
1624	3642	3.92	9831	55	12
1625	3643	4.64	5248	5	11
1626	3644	4.77	27368	245	39
1627	3645	4.74	18717	19	39
1628	3648	3.78	12518	199	23
1629	3649	2.4	2681	407	5
1630	3654	5.0	2902	212	9
1631	3655	4.78	2550	237	9
1632	3656	5.0	481	171	1
1633	3657	5.0	440	206	5
1634	3658	5.0	192	557	3
1635	3659	3.0	56	128	4
1636	3660	5.0	367	174	1
1637	3661	5.0	184	312	4
1638	3662	5.0	451	322	7
1639	3663	5.0	457	150	8
1640	3664	4.78	1309	507	9
1641	3665	5.0	1845	135	18
1642	3666	5.0	178	106	5
1643	3667	4.74	19484	597	47
1644	3668	5.0	128	58	1
1645	3669	5.0	190	195	1
1646	3670	4.2	82	140	5
1647	3671	5.0	162	162	2
1648	3672	5.0	131	208	3
1649	3675	5.0	161	223	5
1650	3678	5.0	124	517	4
1651	3679	5.0	147	220	1
1652	3680	5.0	547	312	9
1653	3681	0.0	62	299	0
1654	3682	5.0	67	208	2
1655	3683	5.0	126	154	2
1656	3684	5.0	97	252	1
1657	3685	5.0	114	278	3
1658	3686	5.0	231	206	2
1659	3687	4.8	202	215	5
1660	3688	4.5	198	129	2
1661	3689	4.67	69	82	3
1662	3690	4.9	4671	221	10
1663	3691	5.0	2972	227	14
1664	3692	5.0	50	184	3
1665	3693	4.71	16402	382	35
1666	3696	5.0	190	82	1
1667	3697	5.0	6415	421	22
1668	3698	5.0	543	119	4
1669	3699	5.0	210	102	2
1670	3700	4.92	3417	181	13
1671	3701	5.0	560	185	6
1672	3702	5.0	184	147	2
1673	3703	5.0	2726	173	23
1674	3704	5.0	135	165	1
1675	3705	5.0	168	197	4
1676	3706	5.0	351	161	2
1677	3707	0.0	553	220	0
1678	3708	5.0	95	279	2
1679	3709	3.0	204	148	4
1680	3714	5.0	284	378	5
1681	3715	4.0	132	189	2
1682	3716	3.29	519	65	7
1683	3719	5.0	678	244	7
1684	3720	5.0	202	325	4
1685	3721	0.0	87	173	0
1686	3722	4.62	298	252	8
1687	3723	4.33	1376	609	6
1688	3724	5.0	82	152	2
1689	3727	5.0	267	111	3
1690	3728	4.89	401	375	9
1691	3731	4.7	2861	151	20
1692	3732	4.67	4445	231	18
1693	3733	0.0	530	31	0
1694	3736	4.88	3053	40	8
1695	3737	4.0	2450	38	11
1696	3738	4.71	6829	53	14
1697	3741	3.67	2480	94	9
1698	3742	4.84	1159	166	19
1699	3743	5.0	1764	266	4
1700	3744	4.55	32884	364	94
1701	3745	5.0	359	658	6
1702	3746	5.0	1064	58	4
1703	3747	2.0	200	221	3
1704	3748	4.88	341	65	8
1705	3749	5.0	273	127	2
1706	3756	5.0	1236	474	5
1707	3759	5.0	223	320	5
1708	3760	5.0	131	455	2
1709	3761	4.79	6564	162	33
1710	3762	5.0	296	18	1
1711	3765	4.64	1232	422	11
1712	3768	5.0	4912	63	12
1713	3769	4.89	2058	196	9
1714	3772	5.0	550	659	5
1715	3773	4.67	611	266	3
1716	3782	5.0	852	177	4
1717	3785	5.0	1565	535	3
1718	3786	4.91	1900	477	11
1719	3787	4.8	5116	565	30
1720	3788	5.0	2657	411	8
1721	3789	5.0	1299	148	13
1722	3792	4.5	191	227	2
1723	3793	4.33	397	69	3
1724	3794	5.0	298	212	1
1725	3797	5.0	134	9	2
1726	3800	4.17	10809	90	18
1727	3801	4.75	6962	588	16
1728	3802	0.0	207	117	0
1729	3803	3.89	1334	180	9
1730	3804	0.0	91	216	0
1731	3805	0.0	194	30	0
1732	3812	5.0	591	287	1
1733	3813	4.78	35825	229	112
1734	3816	4.9	23216	386	122
1735	3817	0.0	795	36	0
1736	3818	4.6	2732	342	5
1737	3819	3.5	1072	247	8
1738	3820	5.0	281	145	5
1739	3821	5.0	114	302	3
1740	3822	5.0	328	160	1
1741	3823	5.0	332	141	1
1742	3826	0.0	57	213	0
1743	3827	0.0	134	177	0
1744	3836	0.0	165	35	0
1745	3837	4.36	7010	336	11
1746	3838	0.0	479	277	0
1747	3839	4.0	615	158	2
1748	3846	5.0	1659	595	3
1749	3847	3.0	5297	201	2
1750	3850	0.0	123	101	0
1751	3851	4.8	1624	400	5
1752	3858	3.67	920	397	3
1753	3859	1.29	2842	25	7
1754	3860	0.0	530	11	0
1755	3863	4.71	36772	279	70
1756	3864	3.33	4164	163	6
1757	3865	4.69	6065	224	16
1758	3866	1.0	315	27	1
1759	3867	1.0	752	51	2
1760	3868	0.0	45	10	0
1761	3869	5.0	1154	156	1
1762	3870	0.0	61	11	0
1763	3871	5.0	332	118	1
1764	3872	0.0	422	49	0
1765	3873	0.0	504	10	0
1766	3874	0.0	105	274	0
1767	3875	1.0	124	73	1
1768	3876	4.86	12927	117	7
1769	3877	0.0	86	3	0
1770	3878	4.0	598	198	1
1771	3881	1.0	205	5	1
1772	3882	0.0	125	33	0
1773	3883	5.0	177	9	1
1774	3884	0.0	488	34	0
1775	3885	5.0	750	74	3
