"","rate","views","length","ratings"
"2257",5,1622,345,8
"2258",4.4,9189,261,101
"2259",4.86,2243,203,99
"2260",4.68,2073,195,19
"2261",4.93,3145,201,29
"2262",4.77,1046,158,106
"2263",4.93,1411,153,29
"2264",4.95,957,151,19
"2265",5,1552,301,2
"2266",4.5,246,177,4
"2267",4.98,615,220,49
"2268",5,634,289,11
"2269",4.71,813,172,17
"2270",4.85,3736,199,160
"2271",5,348,253,3
"2272",2,289,180,2
"2273",4,521,271,4
"2274",5,457,167,11
"2275",5,387,177,6
"2276",5,253,279,6
"2277",4.91,283,152,23
"2278",5,196,111,7
"2279",5,89,506,3
"2280",5,313,186,7
"2281",4.74,6433,266,57
"2282",5,307,165,11
"2283",5,2449,275,9
"2284",4.05,5363,244,21
"2285",3.24,65134,73,50
"2286",4,2110,182,10
"2287",4,3251,140,9
"2288",5,445,138,3
"2289",3.78,9543,331,9
"2290",4.46,5397,138,65
"2291",4.83,341,152,12
"2292",2.62,450,229,8
"2293",4.69,4053,264,62
"2294",4.81,1961,220,62
"2295",4.57,4381,144,23
"2296",3.2,174,359,5
"2297",4.95,1679,249,59
"2298",3,557,224,2
"2299",0,301,88,0
"2300",3,124,104,2
"2301",4.61,2386,194,62
"2302",3.62,3554,222,13
"2303",0,284,15,0
"2304",3.47,86272,235,193
"2305",0,1532,121,0
"2306",4,722,162,2
"2307",4.52,57759,250,462
"2308",4.83,315,326,6
"2309",4.75,458,197,8
"2310",5,178,233,3
"2311",4.25,319,127,4
"2312",4,291,171,1
"2313",0,174,102,0
"2314",4.83,1359,156,6
"2315",4.88,13021,400,32
"2316",4.7,837,183,10
"2317",5,258,326,1
"2318",5,57,109,1
"2319",5,185,100,2
"2320",0,39,236,0
"2321",4.45,5336,324,29
"2322",4.88,5063,321,56
"2323",3.2,3589,218,10
"2324",3.83,1311,657,6
"2325",5,1653,181,5
"2326",5,795,202,1
"2327",3,1168,50,10
"2328",4.71,1421,216,17
"2329",4.84,6574,188,43
"2330",4.26,9654,381,34
"2331",4.39,140747,88,381
"2332",5,651,410,5
"2333",4.71,31600,95,45
"2334",4.43,296,112,7
"2335",5,353,201,1
"2336",4.6,3018,191,10
"2337",5,2745,60,1
"2338",4.44,649,341,16
"2339",5,525,170,6
"2340",3,160,207,4
"2341",3.4,199,178,5
"2342",0,102,221,0
"2343",4.63,2033,305,27
"2344",4.88,8774,308,8
"2345",5,127,83,1
"2346",5,386,217,6
"2347",0,122,60,0
"2348",4.92,4044,149,13
"2349",2.33,2093,333,3
"2350",5,399,247,1
"2351",5,1012,173,2
"2352",4,507,254,4
"2353",3.25,1295,500,4
"2354",5,1215,291,6
"2355",5,1159,296,6
"2356",4.33,5856,401,21
"2357",4.09,1632,221,11
"2358",4.5,2152,511,8
"2359",4.73,15057,246,30
"2360",4.25,1408,117,4
"2361",4.9,2941,625,10
"2362",4.75,815,171,8
"2363",4.43,960,230,7
"2364",4.93,2146,385,14
"2365",4.33,559,294,3
"2366",4.86,3132,219,28
"2367",4,6305,86,12
"2368",3.47,3447,77,19
"2369",4.86,2745,101,29
"2370",3.6,1261,111,5
"2371",5,1500,83,4
"2372",4.43,6403,101,28
"2373",3.8,1259,77,5
"2374",5,602,77,5
"2375",5,434,212,5
"2376",4.29,405,29,7
"2377",4,394,168,5
"2378",1,41,137,1
"2379",3.75,7524,26,36
"2380",4,65,106,4
"2381",3.75,397,540,4
"2382",5,107,68,1
"2383",4.86,339,453,7
"2384",3.86,177,241,7
"2385",3,141,141,4
"2386",3,1187,78,11
"2387",4,815,108,10
"2388",3,653,151,2
"2389",0,210,41,0
"2390",1,197,74,1
"2391",3.8,612,59,5
"2392",5,344,115,2
"2393",3.33,225,156,3
"2394",5,830,141,7
"2395",0,84,54,0
"2396",5,136,183,1
"2397",0,78,277,0
"2398",4.17,838,114,6
"2399",0,283,256,0
"2400",5,109,103,1
"2401",5,168,139,5
"2402",4,191,56,3
"2403",4,621,62,1
"2404",0,17,106,0
"2405",3,304,17,1
"2406",5,295,103,15
"2407",0,188,369,0
"2408",1.84,11522,140,19
"2409",0,36,62,0
"2410",4.38,460,256,26
"2411",1,66,16,1
"2412",5,310,136,3
"2413",5,58,251,1
"2414",4.39,1581,181,80
"2415",5,311,51,1
"2416",4.87,35120,336,38
"2417",3.34,1725,114,38
"2418",3.31,3608,139,13
"2419",5,104,253,10
"2420",3.73,6121,234,11
"2421",3.55,1044,30,11
"2422",3.67,400,276,3
"2423",4.35,4492,552,20
"2424",4.88,2093,299,25
"2425",4.48,196570,600,66
"2426",4.71,9436,594,56
"2427",4.29,6846,436,14
"2428",3.67,2107,30,6
"2429",5,158,224,1
"2430",4.87,3455,267,38
"2431",5,242,570,1
"2432",4.85,5965,226,20
"2433",4.38,462,200,26
"2434",5,255,145,1
"2435",5,530,30,1
"2436",2.5,714,30,6
"2437",4.33,5853,168,40
"2438",2,1164,19,4
"2439",4.67,3557,324,12
"2440",2.5,709,129,2
"2441",4.35,197634,157,360
"2442",4.86,4525,408,21
"2443",4.33,2005,147,3
"2444",5,1212,395,6
"2445",4.92,6721,475,88
"2446",4.55,996,4,20
"2447",3.94,3709,235,17
"2448",5,160,30,5
"2449",3.33,915,225,6
"2450",4.62,1763,219,13
"2451",4.68,3084,341,25
"2452",4.67,384,30,3
"2453",4.74,11562,47,19
"2454",4.88,3276,321,16
"2455",4.73,21234,638,44
"2456",4.5,1972,213,2
"2457",4.83,11210,156,23
"2458",3,410,91,1
"2459",4.05,1031,79,21
"2460",4.73,1099,275,15
"2461",5,232,130,1
"2462",5,1096,101,5
"2463",3,159,104,1
"2464",4.91,942,437,11
"2465",4.25,427,218,4
"2466",5,6310,81,34
"2467",5,1254,211,1
"2468",5,2957,582,2
"2469",0,1748,96,0
"2470",4.29,23038,393,21
"2471",4.9,404933,335,801
"2472",4.69,18439,587,29
"2473",4.27,8809,325,11
"2474",3,1691,248,3
"2475",5,1189,255,4
"2476",4.85,5568,312,27
"2477",0,271,334,0
"2478",2.4,2266,38,5
"2479",2.91,4135,29,11
"2480",4.97,13020,252,30
"2481",5,12513,215,19
"2482",4.9,6759,178,10
"2483",5,29204,250,20
"2484",4.71,8902,75,14
"2485",5,3071,123,4
"2486",5,8199,141,6
"2487",4.75,16916,130,28
"2488",4.38,9413,303,16
"2489",5,9070,227,24
"2490",4.94,10712,215,18
"2491",4.67,7520,179,12
"2492",4.78,12153,273,18
"2493",4.67,490,191,3
"2494",0,488,18,0
"2495",5,5659,174,3
"2496",5,7663,210,12
"2497",4.67,4727,114,12
"2498",3.75,2722,35,4
"2499",5,3686,162,6
"2500",5,8394,12,1
"2501",5,6432,255,4
"2502",5,10670,154,16
"2503",4.6,6484,135,5
"2504",5,1293,380,2
"2505",5,1490,611,7
"2506",5,10315,106,3
"2507",3.75,2742,267,4
"2508",5,9109,134,9
"2509",4,2977,352,6
"2510",0,288,57,0
"2511",4.71,9099,138,17
"2512",4.6,631,486,5
"2513",4.2,2626,265,5
"2514",4.5,271,210,2
"2515",5,1249,140,5
"2516",5,420,286,1
"2517",5,2583,68,5
"2518",0,225,85,0
"2519",0,1926,215,0
"2520",0,274,298,0
"2521",0,525,59,0
"2522",0,263,283,0
"2523",5,1797,140,2
"2524",5,1411,181,1
"2525",4.2,577,71,5
"2526",4.5,1765,253,2
"2527",5,4116,36,2
"2528",4.89,13254,144,9
"2529",4.14,8808,58,7
"2530",5,1333,263,1
"2531",5,2028,99,2
"2532",4.45,20810,303,40
"2533",0,5248,126,0
"2534",0,3285,59,0
"2535",3.67,4051,219,3
"2536",4.83,39504,263,12
"2537",4.64,63839,376,45
"2538",4.29,15797,275,7
"2539",4.8,28213,305,5
"2540",4,2531,147,1
"2541",5,3449,279,1
"2542",4,21547,136,6
"2543",4.85,10615,324,13
"2544",3.47,9522,215,15
"2545",4.92,3819,243,13
"2546",4.82,48482,218,17
"2547",4.56,23367,220,9
"2548",5,7006,130,2
"2549",5,2493,293,2
"2550",4.5,4368,199,8
"2551",0,1025,277,0
"2552",0,389,246,0
"2553",5,4275,240,8
"2554",4.5,15720,242,12
"2555",5,6836,226,8
"2556",4.61,15058,256,23
"2557",4.14,10771,228,14
"2558",4.71,3279,125,7
"2559",5,1667,293,5
"2560",5,961,285,3
"2561",0,619,199,0
"2562",4,1423,86,4
"2563",4.22,4316,231,9
"2564",0,349,293,0
"2565",4.8,1368,89,5
"2566",4,342,59,2
"2567",5,12620,34,19
"2568",2.29,5081,371,17
"2569",5,4570,13,5
"2570",4,1532,267,6
"2571",2.69,7503,180,36
"2572",3,683,32,2
"2573",3.75,1630,112,4
"2574",4.5,795,51,2
"2575",4.2,2299,13,5
"2576",3.72,8453,318,18
"2577",0,1276,50,0
"2578",1.75,2327,322,4
"2579",5,642,215,10
"2580",4.78,4420,238,23
"2581",5,298,220,1
"2582",4.75,663,234,4
"2583",4.33,1622,206,12
"2584",4.57,622,204,7
"2585",0,266,228,0
"2586",3.2,351,180,5
"2587",0,45,90,0
"2588",5,146,224,3
"2589",4.91,549,172,34
"2590",4.07,6210,344,15
"2591",5,720,235,5
"2592",4,1010,214,1
"2593",0,58,179,0
"2594",0,318,207,0
"2595",4.82,18599,326,49
"2596",2.78,7082,47,9
"2597",3.5,522,255,2
"2598",3.17,763,136,6
"2599",4.5,892,17,12
"2600",4.79,47338,326,146
"2601",0,61,516,0
"2602",5,886,217,11
"2603",5,157,308,3
"2604",5,384,442,7
"2605",5,433,658,18
"2606",5,356,276,2
"2607",1.33,388,115,3
"2608",4.5,432,209,8
"2609",1,108,571,1
"2610",5,202,228,2
"2611",0,8,121,0
"2612",4.67,711,101,6
"2613",0,46,118,0
"2614",0,24,239,0
"2615",4,43,21,1
"2616",1,48,599,1
"2617",0,35,396,0
"2618",3.31,5925,61,16
"2619",2.43,8641,94,53
"2620",5,494,221,4
"2621",0,1153,79,0
"2622",3.44,2081,90,9
"2623",4,4613,9,10
"2624",4.91,8740,120,35
"2625",3,497,137,3
"2626",4.65,22383,163,65
"2627",4.56,5443,8,9
"2628",3.67,1522,15,6
"2629",4,19826,89,23
"2630",3.4,3075,660,5
"2631",3.67,4006,25,3
"2632",4.83,763,144,6
"2633",4.92,14678,151,24
"2634",5,852,160,1
"2635",5,3785,237,11
"2636",3.92,9831,55,12
"2637",4.64,5248,5,11
"2638",4.77,27368,245,39
"2639",4.74,18717,19,39
"2640",4,1316,102,2
"2641",3.78,12518,199,23
"2642",2.4,2681,407,5
"2643",2.62,3452,550,8
"2644",5,1590,280,7
"2645",5,2902,212,9
"2646",4.78,2550,237,9
"2647",5,481,171,1
"2648",5,440,206,5
"2649",5,192,557,3
"2650",3,56,128,4
"2651",5,367,174,1
"2652",5,184,312,4
"2653",5,451,322,7
"2654",5,457,150,8
"2655",4.78,1309,507,9
"2656",5,1845,135,18
"2657",5,178,106,5
"2658",4.74,19484,597,47
"2659",5,128,58,1
"2660",5,190,195,1
"2661",4.2,82,140,5
"2662",5,162,162,2
"2663",5,131,208,3
"2664",5,134,572,2
"2665",5,161,223,5
"2666",0,77,123,0
"2667",5,124,517,4
"2668",5,147,220,1
"2669",5,547,312,9
"2670",0,62,299,0
"2671",5,67,208,2
"2672",5,126,154,2
"2673",5,97,252,1
"2674",5,114,278,3
"2675",5,231,206,2
"2676",4.8,202,215,5
"2677",4.5,198,129,2
"2678",4.67,69,82,3
"2679",4.9,4671,221,10
"2680",5,2972,227,14
"2681",5,50,184,3
"2682",4.71,16402,382,35
"2683",5,54,47,2
"2684",5,190,82,1
"2685",5,6415,421,22
"2686",5,543,119,4
"2687",5,210,102,2
"2688",4.92,3417,181,13
"2689",5,560,185,6
"2690",5,184,147,2
"2691",5,2726,173,23
"2692",5,135,165,1
"2693",5,168,197,4
"2694",5,351,161,2
"2695",0,553,220,0
"2696",5,95,279,2
"2697",3,204,148,4
"2698",4.67,453,9,3
"2699",4.64,825,419,11
"2700",5,284,378,5
"2701",4,132,189,2
"2702",3.29,519,65,7
"2703",4.53,962,281,15
"2704",5,678,244,7
"2705",5,202,325,4
"2706",0,87,173,0
"2707",4.62,298,252,8
"2708",4.33,1376,609,6
"2709",5,82,152,2
"2710",5,68,173,3
"2711",5,267,111,3
"2712",4.89,401,375,9
"2713",4,719,395,1
"2714",4.7,2861,151,20
"2715",4.67,4445,231,18
"2716",0,530,31,0
"2717",5,852,51,3
"2718",4.88,3053,40,8
"2719",4,2450,38,11
"2720",4.71,6829,53,14
"2721",5,13495,195,6
"2722",3.67,2480,94,9
"2723",4.84,1159,166,19
"2724",5,1764,266,4
"2725",4.55,32884,364,94
"2726",5,359,658,6
"2727",5,1064,58,4
"2728",2,200,221,3
"2729",4.88,341,65,8
"2730",5,273,127,2
"2731",0,295,63,0
"2732",5,2113,481,7
"2733",4.5,1500,600,10
"2734",5,1236,474,5
"2735",4.4,1435,652,5
"2736",5,223,320,5
"2737",5,131,455,2
"2738",4.79,6564,162,33
"2739",5,296,18,1
"2740",5,165,655,1
"2741",4.64,1232,422,11
"2742",5,2274,660,18
"2743",5,4912,63,12
"2744",4.89,2058,196,9
"2745",4.68,3815,112,19
"2746",5,550,659,5
"2747",4.67,611,266,3
"2748",4.77,3572,380,31
"2749",4.56,12954,30,25
"2750",5,664,24,3
"2751",4.83,3038,436,29
"2752",5,852,177,4
"2753",4,265,209,1
"2754",5,1565,535,3
"2755",4.91,1900,477,11
"2756",4.8,5116,565,30
"2757",5,2657,411,8
"2758",5,1299,148,13
"2759",5,2319,193,5
"2760",4.5,191,227,2
"2761",4.33,397,69,3
"2762",5,298,212,1
"2763",4.26,9182,66,23
"2764",5,134,9,2
"2765",0,41,74,0
"2766",4.17,10809,90,18
"2767",4.75,6962,588,16
"2768",0,207,117,0
"2769",3.89,1334,180,9
"2770",0,91,216,0
"2771",0,194,30,0
"2772",4.83,18343,644,23
"2773",4.86,36121,556,127
"2774",4.75,1157,349,4
"2775",5,591,287,1
"2776",4.78,35825,229,112
"2777",4.82,82029,71,154
"2778",4.9,23216,386,122
"2779",0,795,36,0
"2780",4.6,2732,342,5
"2781",3.5,1072,247,8
"2782",5,281,145,5
"2783",5,114,302,3
"2784",5,328,160,1
"2785",5,332,141,1
"2786",5,466,65,1
"2787",0,57,213,0
"2788",0,134,177,0
"2789",4.5,564,26,2
"2790",0,346,58,0
"2791",3.67,174,41,3
"2792",5,551,36,1
"2793",0,165,35,0
"2794",4.36,7010,336,11
"2795",0,479,277,0
"2796",4,615,158,2
"2797",0,113,222,0
"2798",0,159,367,0
"2799",0,633,225,0
"2800",5,1659,595,3
"2801",3,5297,201,2
"2802",5,352,130,1
"2803",0,123,101,0
"2804",4.8,1624,400,5
"2805",5,97,148,1
"2806",1,71,9,1
"2807",5,3217,34,2
"2808",3.67,920,397,3
"2809",1.29,2842,25,7
"2810",0,530,11,0
"2811",0,154,236,0
"2812",4.71,36772,279,70
"2813",3.33,4164,163,6
"2814",4.69,6065,224,16
"2815",1,315,27,1
"2816",1,752,51,2
"2817",0,45,10,0
"2818",5,1154,156,1
"2819",0,61,11,0
"2820",5,332,118,1
"2821",0,422,49,0
"2822",0,504,10,0
"2823",0,105,274,0
"2824",1,124,73,1
"2825",4.86,12927,117,7
"2826",0,86,3,0
"2827",4,598,198,1
"2828",1.75,4982,190,8
"2829",1,205,5,1
"2830",0,125,33,0
"2831",5,177,9,1
"2832",0,488,34,0
"2833",5,750,74,3
"2834",4.5,3482,558,8
"2835",4.75,50943,437,123
"2836",4.75,8079,375,4
"2837",0,628,104,0
"2838",5,2543,40,3
"2839",4.5,3087,212,8
"2840",5,215,336,4
"2841",5,787,56,6
"2842",5,3479,237,10
"2843",4.27,7034,63,11
"2844",4,1004,15,4
"2845",3.67,2794,22,3
"2846",4,5511,232,13
"2847",4.9,21303,192,31
"2848",2.68,7042,98,19
"2849",3,5968,12,2
"2850",3.6,1220,259,5
"2851",2.75,7793,222,4
"2852",5,455,149,1
"2853",4.67,6593,75,12
"2854",4.79,17107,143,39
"2855",0,321,54,0
"2856",5,859,86,7
"2857",3.88,1056,208,8
"2858",5,194,65,3
"2859",5,612,122,6
"2860",5,151,252,2
"2861",5,202,97,4
"2862",0,122,158,0
"2863",5,191,68,1
"2864",0,26,70,0
"2865",4.33,1575,76,6
"2866",0,2638,41,0
"2867",4.59,24871,60,37
"2868",5,3220,57,2
"2869",3,422,140,2
"2870",4.77,17189,88,31
"2871",0,204,59,0
"2872",2.33,323,68,3
"2873",4.68,17278,543,41
"2874",4,595,59,4
"2875",5,2265,389,6
"2876",0,312,33,0
"2877",0,531,261,0
"2878",0,79,35,0
"2879",4.67,3711,159,3
"2880",4.93,4737,166,15
"2881",3.2,1656,41,5
"2882",1,885,51,2
"2883",5,11149,10,12
"2884",4.75,4987,57,8
"2885",0,323,19,0
"2886",4.88,2482,305,17
"2887",0,386,22,0
"2888",5,275,28,1
"2889",4.88,10144,12,8
"2890",5,487,59,2
"2891",4.43,3164,34,7
"2892",4.64,14628,10,11
"2893",4,1136,10,1
"2894",5,6191,198,6
"2895",1.57,1095,225,7
"2896",4.25,1504,98,4
"2897",3.7,6598,172,10
"2898",4.5,2090,161,2
"2899",2,1913,70,1
"2900",4.67,1367,600,3
"2901",4.2,4405,463,10
"2902",4,2071,164,4
"2903",4.25,1594,200,4
"2904",3.75,1585,172,4
"2905",4.73,37969,59,15
"2906",4.59,355596,192,353
"2907",4.5,10481,166,14
"2908",4.98,30770,631,62
"2909",5,6600,269,7
"2910",0,261,41,0
"2911",5,1140,207,1
"2912",3.11,4470,126,9
"2913",4.31,8848,130,13
"2914",4.8,13598,23,5
"2915",5,1118,81,1
"2916",1.53,18354,142,15
"2917",5,7375,164,2
"2918",0,68,41,0
"2919",0,83,47,0
"2920",0,31,13,0
"2921",0,45,16,0
"2922",0,32,39,0
"2923",0,56,43,0
"2924",0,42,32,0
"2925",0,30,34,0
"2926",0,43,36,0
"2927",5,66,56,1
"2928",0,158,22,0
"2929",5,1155,62,4
"2930",0,21,38,0
"2931",0,32,34,0
"2932",0,47,57,0
"2933",0,47,48,0
"2934",0,29,37,0
"2935",5,85,34,1
"2936",5,2912,102,9
"2937",4.71,17480,22,34
"2938",3,1344,399,2
"2939",4.83,30145,241,63
"2940",5,4003,60,2
"2941",4.92,8029,233,13
"2942",4.33,888,395,3
"2943",3.39,32312,208,57
"2944",5,2087,410,3
"2945",4.89,24772,168,54
"2946",5,3214,105,3
"2947",4.75,36395,50,55
"2948",4.86,3239,72,7
"2949",4.56,7127,521,9
"2950",5,8190,20,1
"2951",0,1353,407,0
"2952",5,1475,79,1
"2953",4.86,1737,400,7
"2954",0,396,10,0
"2955",4.75,675,17,4
"2956",0,164,6,0
"2957",4,1218,11,1
"2958",0,103,25,0
"2959",4.6,11388,525,20
"2960",4.7,14902,70,20
"2961",3.92,18065,53,12
"2962",0,425,6,0
"2963",5,627,401,1
"2964",4.92,185729,257,199
"2965",5,835,240,2
"2966",5,496,122,3
"2967",0,1296,207,0
"2968",4.86,13819,229,14
"2969",4.91,25223,219,22
"2970",0,413,521,0
"2971",0,91,428,0
"2972",2.38,6924,181,8
"2973",4.71,14694,69,17
"2974",0,115,39,0
"2975",0,136,195,0
"2976",0,323,210,0
"2977",5,330,10,1
"2978",4.67,20388,545,15
"2979",0,223,270,0
"2980",3.67,3236,216,3
"2981",3.67,1384,363,3
"2982",4,2528,394,9
"2983",5,1149,303,2
"2984",4.64,7821,307,11
"2985",4.2,1738,148,5
"2986",4.78,10863,583,9
"2987",4.33,35332,204,18
"2988",4.15,6704,133,13
"2989",4.38,12724,165,8
"2990",4.6,44413,239,15
"2991",4.73,25872,252,15
"2992",4.17,10474,138,6
"2993",0,330,147,0
"2994",4.58,25162,166,12
"2995",4.8,15094,481,5
"2996",4.71,11200,541,14
"2997",4.58,7660,598,12
"2998",4.67,9770,587,6
"2999",4,5737,593,4
"3000",4.33,10354,457,6
"3001",4.62,8297,391,13
"3002",4.64,45998,445,39
"3003",5,17610,125,5
"3004",4.69,55829,257,13
"3005",4.78,71414,241,23
"3006",4.39,132325,272,44
"3007",4.92,86118,599,36
"3008",4.33,9422,541,6
"3009",5,10184,541,12
"3010",4.93,11223,541,15
"3011",4.62,40517,274,16
"3012",5,656,91,1
"3013",4.92,87738,99,13
"3014",5,769,251,3
"3015",5,164,288,2
"3016",5,964,128,1
"3017",4,828,284,1
"3018",4.43,495,230,7
"3019",0,80,558,0
"3020",5,10130,214,2
"3021",5,3882,59,2
"3022",4.86,6465,274,14
"3023",5,182,273,3
"3024",0,509,416,0
"3025",4.7,27501,233,56
"3026",4.29,3513,186,7
"3027",5,2462,108,3
"3028",4.53,43082,273,77
"3029",0,107,181,0
"3030",5,724,249,3
"3031",3,679,163,2
"3032",5,573,133,1
"3033",5,2649,331,5
"3034",4.64,10802,273,22
"3035",4.89,4477,208,19
"3036",5,1923,208,3
"3037",5,4492,199,5
"3038",5,1567,177,5
"3039",0,387,250,0
"3040",0,76,203,0
"3041",0,132,203,0
"3042",0,167,222,0
"3043",4.6,17216,63,10
"3044",5,1310,92,2
"3045",5,388,129,3
"3046",0,255,54,0
"3047",4.57,22294,238,23
"3048",5,960,118,1
"3049",0,152,200,0
"3050",0,62,167,0
"3051",0,405,21,0
"3052",4.93,2317,217,15
"3053",3,371,126,4
"3054",1,105,63,1
"3055",0,1195,50,0
"3056",0,1526,65,0
"3057",4.64,4428,72,11
"3058",0,298,42,0
"3059",4.67,592,264,3
"3060",0,681,338,0
"3061",1,364,57,3
"3062",3,291,22,1
"3063",3,1333,167,2
"3064",0,156,482,0
"3065",0,144,180,0
"3066",5,389,110,1
"3067",4.92,3089,282,13
"3068",0,74,287,0
"3069",0,237,185,0
"3070",4,1129,146,2
"3071",5,12110,248,6
"3072",1,6200,303,4
"3073",4,139,103,1
"3074",0,49,170,0
"3075",4.2,7024,187,10
"3076",0,152,248,0
"3077",5,931,101,3
"3078",5,2415,19,1
"3079",5,1827,358,4
"3080",5,7501,159,7
"3081",0,382,290,0
"3082",5,1906,115,2
"3083",2.33,2510,105,3
"3084",4.65,2562,360,31
"3085",4,349,67,2
"3086",0,2158,95,0
"3087",4.38,11238,20,8
"3088",5,177,239,1
"3089",0,62,247,0
"3090",0,17,291,0
"3091",0,92,273,0
"3092",0,4677,227,0
"3093",5,6830,595,10
"3094",5,561,247,2
"3095",0,121,274,0
"3096",5,7806,237,12
"3097",4.87,19599,235,52
"3098",4,77,167,3
"3099",5,597,138,83
"3100",0,22,253,0
"3101",5,67,399,2
"3102",0,127,360,0
"3103",5,57,19,3
"3104",3,66185,82,17
"3105",0,19,26,0
"3106",5,78,125,1
"3107",3.69,6469,314,16
"3108",4.33,3131,236,12
"3109",5,6704,47,1
"3110",5,107,332,3
"3111",1,445,99,1
"3112",5,320,264,1
"3113",4.5,85771,266,6
"3114",3,142,247,1
"3115",5,438,93,5
"3116",5,2903,198,1
"3117",0,16,21,0
"3118",5,3330,253,4
"3119",3.67,196,313,3
"3120",4.5,740,204,2
"3121",5,1110,215,1
"3122",4.75,79374,275,162
"3123",3.77,459534,326,282
"3124",4.95,50133,187,42
"3125",5,32675,496,23
"3126",0,140583,585,0
"3127",5,37602,320,27
"3128",5,36528,290,30
"3129",5,37203,659,19
"3130",4.97,109580,84,30
"3131",5,88611,205,28
"3132",5,46391,150,22
"3133",4.97,126264,109,60
"3134",4.75,155290,81,158
"3135",5,30970,475,24
"3136",4.9,42152,400,223
"3137",4.87,38137,112,23
"3138",4.47,32886,496,19
"3139",4.93,11431,2648,14
"3140",5,32718,562,28
"3141",4.77,28151,187,31
"3142",5,6944,2531,11
"3143",4.34,68154,554,29
"3144",5,7439,441,5
"3145",4.41,31813,1634,37
"3146",4.44,10734,2502,9
"3147",4.33,8769,2842,12
"3148",5,5393,2411,5
"3149",4.86,7875,2574,7
"3150",4.68,26264,569,22
"3151",4.94,220720,457,307
"3152",4.91,185507,380,269
"3153",4.94,115405,452,171
"3154",4.95,209915,438,264
"3155",4.8,158951,386,237
"3156",4.95,157023,463,203
"3157",4.93,69537,424,177
"3158",4.88,531004,565,420
"3159",4.91,164267,499,253
"3160",4.91,102100,476,204
"3161",4.85,139026,466,203
"3162",4.83,22645,541,83
"3163",4.88,142679,504,230
"3164",4.9,99704,480,151
"3165",4.92,151450,479,217
"3166",4.89,184269,452,171
"3167",4.91,69867,457,161
"3168",4.64,46449,560,109
"3169",4.52,56549,675,106
"3170",4.65,50979,602,101
"3171",4.27,14229,1169,15
"3172",4.59,45787,493,117
"3173",4.82,35669,509,73
"3174",4.86,32177,431,64
"3175",4.71,55607,462,95
"3176",4.7,86597,572,105
"3177",3,4085,36,2
"3178",4.64,128430,659,128
"3179",4.56,50319,454,89
"3180",4.78,46938,533,91
"3181",4.97,58573,339,39
"3182",4.81,106782,293,69
"3183",4.56,5110,591,16
"3184",4.94,51266,362,18
"3185",4.5,15902,320,8
"3186",5,20995,54,2
"3187",5,5694,308,5
"3188",4.29,8381,72,7
"3189",5,1481,294,4
"3190",5,9889,131,5
"3191",4,3636,479,6
"3192",4.64,41498,394,14
"3193",4.5,12494,345,4
"3194",4.69,8996,351,13
"3195",4.82,24704,588,11
"3196",5,46877,138,32
"3197",5,39153,656,12
"3198",5,3241,181,2
"3199",5,24483,565,6
"3200",0,2058,61,0
"3201",5,5713,484,5
"3202",5,616,149,1
"3203",0,2883,164,0
"3204",4.5,1446,595,2
"3205",1.25,2977,218,4
"3206",5,7919,577,4
"3207",5,2026,588,2
"3208",4,284,208,1
"3209",5,614,488,4
"3210",5,6328,589,5
"3211",5,2537,580,3
"3212",1,5152,37,6
"3213",4.94,18125,381,51
"3214",4.85,24256,127,72
"3215",4.96,7659,266,27
"3216",4.93,1849,521,14
"3217",3.62,6763,25,8
"3218",4.44,32755,268,16
"3219",4.71,7753,187,21
"3220",4.9,19044,528,62
"3221",0,3176,84,0
"3222",5,3289,130,9
"3223",4.95,6317,239,21
"3224",4.8,70179,399,41
"3225",4.64,32311,25,11
"3226",5,1144,362,3
"3227",5,945,334,1
"3228",5,2547,290,2
"3229",5,1815,263,3
"3230",5,4080,373,5
"3231",0,880,255,0
"3232",5,470,15,4
"3233",5,2032,466,3
"3234",5,1468,280,5
"3235",5,804,313,2
"3236",0,117,265,0
"3237",3,664,197,1
"3238",5,1627,323,1
"3239",5,735,71,1
"3240",5,1033,217,4
"3241",5,809,259,5
"3242",5,1273,462,4
"3243",5,850,374,1
"3244",5,1345,15,1
"3245",4,1151,15,2
"3246",5,1091,161,1
"3247",5,1732,146,2
"3248",5,1348,81,1
"3249",0,4800,30,0
"3250",4.33,2793,317,3
"3251",0,264,17,0
"3252",5,421,250,2
"3253",4,10012,256,2
"3254",5,578,392,1
"3255",0,544,137,0
"3256",5,1916,233,5
"3257",4.89,14619,441,9
"3258",4.75,8385,283,8
"3259",4.81,35963,316,21
"3260",4.45,53669,99,29
"3261",5,13924,379,4
"3262",4.22,12482,246,9
"3263",4.6,15328,200,10
"3264",4.58,19724,252,12
"3265",4.93,18243,283,14
"3266",4.89,23380,250,44
"3267",4.5,133183,277,48
"3268",5,8602,419,2
"3269",4.54,211917,338,57
"3270",4.92,80494,1399,621
"3271",0,229,70,0
"3272",5,12975,87,5
"3273",5,5303,295,8
"3274",5,284,93,1
"3275",4,8837,20,3
"3276",4.62,140988,278,37
"3277",4.57,66662,276,23
"3278",2,1694,18,1
"3279",4.93,15147,274,15
"3280",0,609,2,0
"3281",0,1791,352,0
"3282",0,1748,330,0
"3283",5,1640,203,1
"3284",4.2,26904,167,10
"3285",5,50938,577,24
"3286",5,22517,515,16
"3287",5,45268,475,15
"3288",4.94,96493,592,66
"3289",5,35168,217,9
"3290",4.9,165791,551,41
"3291",4.89,66669,426,38
"3292",5,27509,597,12
