age,length,views,rate,ratings,comments
1246,156,225,3.33,3,4
1249,141,830,5,7,21
1246,54,84,0,0,3
1245,183,136,5,1,3
1244,277,78,0,0,1
1249,114,838,4.17,6,15
1246,256,283,0,0,1
1246,103,109,5,1,2
1222,139,168,5,5,6
1247,56,191,4,3,16
1154,62,621,4,1,9
1246,106,17,0,0,0
1244,17,304,3,1,8
1250,103,295,5,15,22
1247,369,188,0,0,0
1115,140,11522,1.84,19,53
1246,62,36,0,0,7
1235,256,460,4.38,26,27
1244,16,66,1,1,45
1213,136,310,5,3,60
1227,251,58,5,1,0
1196,181,1581,4.39,80,79
1218,51,311,5,1,3
1241,336,35120,4.87,38,23
1215,114,1725,3.34,38,5
1239,139,3608,3.31,13,1201
1241,253,104,5,10,7
1102,234,6121,3.73,11,8
1214,30,1044,3.55,11,5
1224,276,400,3.67,3,3
1138,552,4492,4.35,20,9
1220,299,2093,4.88,25,24
1116,600,196570,4.48,66,19
1144,594,9436,4.71,56,30
987,436,6846,4.29,14,27
1212,30,2107,3.67,6,6
1234,224,158,5,1,3
1234,267,3455,4.87,38,35
1235,570,242,5,1,4
959,226,5965,4.85,20,16
1236,200,462,4.38,26,34
1235,145,255,5,1,11
1214,30,530,5,1,2
1214,30,714,2.5,6,5
1160,168,5853,4.33,40,14
1170,19,1164,2,4,1
1175,324,3557,4.67,12,8
1170,129,709,2.5,2,4
1197,157,197634,4.35,360,365
1168,408,4525,4.86,21,15
1167,147,2005,4.33,3,7
1168,395,1212,5,6,5
1031,475,6721,4.92,88,56
1209,4,996,4.55,20,13
1061,235,3709,3.94,17,10
1214,30,160,5,5,3
1041,225,915,3.33,6,8
866,219,1763,4.62,13,8
1134,341,3084,4.68,25,17
1214,30,384,4.67,3,2
829,47,11562,4.74,19,12
988,321,3276,4.88,16,5
906,638,21234,4.73,44,19
1035,213,1972,4.5,2,2
842,156,11210,4.83,23,28
998,91,410,3,1,3
1177,79,1031,4.05,21,3
1175,275,1099,4.73,15,6
1174,130,232,5,1,1
1059,101,1096,5,5,8
1198,104,159,3,1,2
1178,437,942,4.91,11,3
1183,218,427,4.25,4,1
1162,81,6310,5,34,10
1227,211,1254,5,1,0
1204,582,2957,5,2,2
1216,96,1748,0,0,0
1028,393,23038,4.29,21,2
969,335,404933,4.9,801,436
1164,587,18439,4.69,29,12
1149,325,8809,4.27,11,5
1144,248,1691,3,3,1
1149,255,1189,5,4,0
1117,312,5568,4.85,27,11
1170,334,271,0,0,0
1097,38,2266,2.4,5,12
1077,29,4135,2.91,11,8
1252,252,13020,4.97,30,93
1252,215,12513,5,19,62
1241,178,6759,4.9,10,16
1252,250,29204,5,20,79
1202,75,8902,4.71,14,14
1082,123,3071,5,4,3
1182,141,8199,5,6,12
1204,130,16916,4.75,28,41
1168,303,9413,4.38,16,15
1252,227,9070,5,24,27
1168,215,10712,4.94,18,34
1115,179,7520,4.67,12,12
1253,273,12153,4.78,18,17
1181,191,490,4.67,3,0
1133,18,488,0,0,0
547,174,5659,5,3,1
1252,210,7663,5,12,31
1253,114,4727,4.67,12,0
1053,35,2722,3.75,4,2
1252,162,3686,5,6,11
1253,12,8394,5,1,3
1253,255,6432,5,4,17
1213,154,10670,5,16,58
1253,135,6484,4.6,5,7
1252,380,1293,5,2,3
1254,611,1490,5,7,10
1253,106,10315,5,3,4
1144,267,2742,3.75,4,5
1134,134,9109,5,9,15
746,352,2977,4,6,4
1145,57,288,0,0,0
686,138,9099,4.71,17,34
1145,486,631,4.6,5,2
1126,265,2626,4.2,5,5
1145,210,271,4.5,2,0
1143,140,1249,5,5,4
1202,286,420,5,1,0
1251,68,2583,5,5,11
1254,85,225,0,0,1
1255,215,1926,0,0,11
1255,298,274,0,0,0
1253,59,525,0,0,2
1255,283,263,0,0,1
1253,140,1797,5,2,14
1252,181,1411,5,1,8
1230,71,577,4.2,5,10
981,253,1765,4.5,2,2
909,36,4116,5,2,7
631,144,13254,4.89,9,27
710,58,8808,4.14,7,11
1252,263,1333,5,1,9
1004,99,2028,5,2,0
427,303,20810,4.45,40,29
814,126,5248,0,0,0
955,59,3285,0,0,2
857,219,4051,3.67,3,3
588,263,39504,4.83,12,14
909,376,63839,4.64,45,38
878,275,15797,4.29,7,6
960,305,28213,4.8,5,9
814,147,2531,4,1,2
792,279,3449,5,1,0
865,136,21547,4,6,19
792,324,10615,4.85,13,12
913,215,9522,3.47,15,9
674,243,3819,4.92,13,16
960,218,48482,4.82,17,12
823,220,23367,4.56,9,8
1189,130,7006,5,2,5
1209,293,2493,5,2,2
1182,199,4368,4.5,8,3
1215,277,1025,0,0,0
1214,246,389,0,0,0
733,240,4275,5,8,9
841,242,15720,4.5,12,6
1172,226,6836,5,8,4
1063,256,15058,4.61,23,2
1147,228,10771,4.14,14,5
741,125,3279,4.71,7,3
1208,293,1667,5,5,7
1122,285,961,5,3,1
1233,199,619,0,0,1
1135,86,1423,4,4,2
1126,231,4316,4.22,9,5
1212,293,349,0,0,0
1220,89,1368,4.8,5,1
1233,59,342,4,2,3
1177,34,12620,5,19,17
1175,371,5081,2.29,17,28
1172,13,4570,5,5,2
1197,267,1532,4,6,7
1174,180,7503,2.69,36,7
1180,32,683,3,2,1
1186,112,1630,3.75,4,1
1180,51,795,4.5,2,0
1182,13,2299,4.2,5,1
1049,318,8453,3.72,18,4
1171,50,1276,0,0,1
1176,322,2327,1.75,4,4
1167,215,642,5,10,7
1204,238,4420,4.78,23,8
1223,220,298,5,1,1
1207,234,663,4.75,4,1
1145,206,1622,4.33,12,4
1200,204,622,4.57,7,5
1199,228,266,0,0,1
1191,180,351,3.2,5,3
1194,90,45,0,0,0
1233,224,146,5,3,3
1223,172,549,4.91,34,38
1193,344,6210,4.07,15,6
1188,235,720,5,5,1
1199,214,1010,4,1,4
1196,179,58,0,0,0
1189,207,318,0,0,0
1165,326,18599,4.82,49,15
1179,47,7082,2.78,9,8
1215,255,522,3.5,2,1
1188,136,763,3.17,6,21
1181,17,892,4.5,12,7
1178,326,47338,4.79,146,126
1254,516,61,0,0,1
1254,217,886,5,11,10
1253,308,157,5,3,2
1254,442,384,5,7,6
1248,658,433,5,18,13
1232,276,356,5,2,0
1254,115,388,1.33,3,0
1237,209,432,4.5,8,8
1254,571,108,1,1,4
1230,228,202,5,2,1
1254,121,8,0,0,0
1254,101,711,4.67,6,0
1254,118,46,0,0,0
1254,239,24,0,0,0
1254,21,43,4,1,1
1254,599,48,1,1,0
1254,396,35,0,0,1
1160,61,5925,3.31,16,15
1160,94,8641,2.43,53,27
1177,221,494,5,4,5
1168,79,1153,0,0,5
1147,90,2081,3.44,9,12
1056,9,4613,4,10,10
1182,120,8740,4.91,35,46
1157,137,497,3,3,1
1179,163,22383,4.65,65,72
945,8,5443,4.56,9,5
1180,15,1522,3.67,6,9
794,89,19826,4,23,15
1105,660,3075,3.4,5,3
651,25,4006,3.67,3,0
1228,144,763,4.83,6,2
996,151,14678,4.92,24,13
1100,160,852,5,1,2
1006,237,3785,5,11,5
915,55,9831,3.92,12,14
687,5,5248,4.64,11,16
894,245,27368,4.77,39,37
372,19,18717,4.74,39,45
895,102,1316,4,2,0
481,199,12518,3.78,23,21
988,407,2681,2.4,5,0
547,550,3452,2.62,8,8
1130,280,1590,5,7,3
1089,212,2902,5,9,11
1012,237,2550,4.78,9,4
1126,171,481,5,1,1
1236,206,440,5,5,1
1236,557,192,5,3,4
1244,128,56,3,4,2
1244,174,367,5,1,1
1243,312,184,5,4,4
1226,322,451,5,7,11
1222,150,457,5,8,4
1200,507,1309,4.78,9,4
1236,135,1845,5,18,9
1242,106,178,5,5,2
594,597,19484,4.74,47,38
1240,58,128,5,1,3
1245,195,190,5,1,4
1243,140,82,4.2,5,2
1250,162,162,5,2,3
1247,208,131,5,3,3
1248,572,134,5,2,2
1249,223,161,5,5,5
1250,123,77,0,0,0
1254,517,124,5,4,1
1250,220,147,5,1,1
1236,312,547,5,9,8
1241,299,62,0,0,0
1250,208,67,5,2,1
1241,154,126,5,2,1
1250,252,97,5,1,1
1238,278,114,5,3,4
1226,206,231,5,2,0
1245,215,202,4.8,5,2
1249,129,198,4.5,2,0
1251,82,69,4.67,3,0
1147,221,4671,4.9,10,6
1207,227,2972,5,14,8
1247,184,50,5,3,3
1001,382,16402,4.71,35,25
1245,47,54,5,2,0
1238,82,190,5,1,0
744,421,6415,5,22,9
1240,119,543,5,4,5
1243,102,210,5,2,3
1162,181,3417,4.92,13,8
1236,185,560,5,6,4
1237,147,184,5,2,0
1236,173,2726,5,23,21
1237,165,135,5,1,1
1236,197,168,5,4,3
1237,161,351,5,2,1
1102,220,553,0,0,0
1236,279,95,5,2,0
1238,148,204,3,4,2
1236,9,453,4.67,3,2
1225,419,825,4.64,11,19
1236,378,284,5,5,3
1236,189,132,4,2,0
1236,65,519,3.29,7,2
1224,281,962,4.53,15,45
1219,244,678,5,7,7
1228,325,202,5,4,0
1236,173,87,0,0,0
1225,252,298,4.62,8,5
1081,609,1376,4.33,6,5
1254,152,82,5,2,1
1071,173,68,5,3,1
1234,111,267,5,3,2
1238,375,401,4.89,9,3
1225,395,719,4,1,2
1227,151,2861,4.7,20,4
650,231,4445,4.67,18,10
1226,31,530,0,0,0
1215,51,852,5,3,4
1215,40,3053,4.88,8,20
1251,38,2450,4,11,21
1215,53,6829,4.71,14,25
984,195,13495,5,6,3
817,94,2480,3.67,9,33
1214,166,1159,4.84,19,26
957,266,1764,5,4,4
1214,364,32884,4.55,94,140
1223,658,359,5,6,11
1244,58,1064,5,4,6
1213,221,200,2,3,7
1210,65,341,4.88,8,0
1215,127,273,5,2,0
1214,63,295,0,0,0
1230,481,2113,5,7,1
1239,600,1500,4.5,10,5
1172,474,1236,5,5,2
1232,652,1435,4.4,5,2
1250,320,223,5,5,0
1238,455,131,5,2,2
0,162,6564,4.79,33,32
1205,18,296,5,1,0
1254,655,165,5,1,2
1176,422,1232,4.64,11,8
1230,660,2274,5,18,12
538,63,4912,5,12,12
683,196,2058,4.89,9,5
869,112,3815,4.68,19,12
1145,659,550,5,5,1
1071,266,611,4.67,3,0
900,380,3572,4.77,31,10
877,30,12954,4.56,25,39
1105,24,664,5,3,4
900,436,3038,4.83,29,20
997,177,852,5,4,0
881,209,265,4,1,1
1067,535,1565,5,3,4
997,477,1900,4.91,11,2
1007,565,5116,4.8,30,20
1069,411,2657,5,8,5
911,148,1299,5,13,7
1116,193,2319,5,5,6
1103,227,191,4.5,2,1
1114,69,397,4.33,3,3
978,212,298,5,1,0
1104,66,9182,4.26,23,7
1113,9,134,5,2,1
1114,74,41,0,0,0
960,90,10809,4.17,18,1
936,588,6962,4.75,16,4
961,117,207,0,0,1
570,180,1334,3.89,9,6
1113,216,91,0,0,0
1114,30,194,0,0,0
815,644,18343,4.83,23,22
962,556,36121,4.86,127,109
998,349,1157,4.75,4,4
1159,287,591,5,1,4
571,229,35825,4.78,112,169
767,71,82029,4.82,154,292
0,386,23216,4.9,122,116
1258,36,795,0,0,2
658,342,2732,4.6,5,4
983,247,1072,3.5,8,8
1095,145,281,5,5,3
1172,302,114,5,3,2
598,160,328,5,1,0
597,141,332,5,1,1
893,65,466,5,1,3
767,213,57,0,0,2
598,177,134,0,0,0
619,26,564,4.5,2,2
1089,58,346,0,0,0
1187,41,174,3.67,3,3
619,36,551,5,1,0
674,35,165,0,0,0
993,336,7010,4.36,11,9
1058,277,479,0,0,2
915,158,615,4,2,1
1045,222,113,0,0,0
1146,367,159,0,0,0
1140,225,633,0,0,0
997,595,1659,5,3,1
1142,201,5297,3,2,1
1201,130,352,5,1,1
1147,101,123,0,0,0
997,400,1624,4.8,5,2
1145,148,97,5,1,1
1145,9,71,1,1,0
1117,34,3217,5,2,3
997,397,920,3.67,3,0
789,25,2842,1.29,7,4
899,11,530,0,0,1
899,236,154,0,0,0
735,279,36772,4.71,70,276
800,163,4164,3.33,6,0
517,224,6065,4.69,16,7
857,27,315,1,1,0
867,51,752,1,2,0
911,10,45,0,0,0
707,156,1154,5,1,0
1008,11,61,0,0,0
1128,118,332,5,1,1
1125,49,422,0,0,3
1134,10,504,0,0,1
1125,274,105,0,0,0
1144,73,124,1,1,0
1126,117,12927,4.86,7,5
1129,3,86,0,0,1
1124,198,598,4,1,0
1124,190,4982,1.75,8,1
1222,5,205,1,1,0
1127,33,125,0,0,0
1126,9,177,5,1,1
1124,34,488,0,0,0
1192,74,750,5,3,2
1215,558,3482,4.5,8,10
973,437,50943,4.75,123,140
1039,375,8079,4.75,4,4
1060,104,628,0,0,0
1150,40,2543,5,3,4
1146,212,3087,4.5,8,11
1192,336,215,5,4,2
1180,56,787,5,6,0
1187,237,3479,5,10,10
1196,63,7034,4.27,11,13
727,15,1004,4,4,2
833,22,2794,3.67,3,6
1202,232,5511,4,13,25
1061,192,21303,4.9,31,25
1215,98,7042,2.68,19,1
1221,12,5968,3,2,41
1185,259,1220,3.6,5,4
1219,222,7793,2.75,4,5
1211,149,455,5,1,1
1221,75,6593,4.67,12,57
1135,143,17107,4.79,39,34
1235,54,321,0,0,0
1246,86,859,5,7,0
1239,208,1056,3.88,8,7
1246,65,194,5,3,0
1211,122,612,5,6,3
1247,252,151,5,2,0
1246,97,202,5,4,1
1247,158,122,0,0,0
1243,68,191,5,1,2
1231,70,26,0,0,0
1217,76,1575,4.33,6,2
1241,41,2638,0,0,6
1134,60,24871,4.59,37,66
1210,57,3220,5,2,5
1239,140,422,3,2,1
1034,88,17189,4.77,31,76
1224,59,204,0,0,0
1232,68,323,2.33,3,0
1162,543,17278,4.68,41,107
1146,59,595,4,4,9
996,389,2265,5,6,1
1145,33,312,0,0,0
1196,261,531,0,0,0
1145,35,79,0,0,0
1054,159,3711,4.67,3,9
1057,166,4737,4.93,15,17
1038,41,1656,3.2,5,2
663,51,885,1,2,4
488,10,11149,5,12,29
1084,57,4987,4.75,8,12
1013,19,323,0,0,1
1126,305,2482,4.88,17,19
983,22,386,0,0,0
1173,28,275,5,1,2
739,12,10144,4.88,8,9
1094,59,487,5,2,0
499,34,3164,4.43,7,5
687,10,14628,4.64,11,26
909,10,1136,4,1,3
1223,198,6191,5,6,9
1222,225,1095,1.57,7,2
1223,98,1504,4.25,4,2
1210,172,6598,3.7,10,5
1219,161,2090,4.5,2,9
1227,70,1913,2,1,0
1223,600,1367,4.67,3,1
1213,463,4405,4.2,10,9
1220,164,2071,4,4,6
1219,200,1594,4.25,4,4
1216,172,1585,3.75,4,2
1221,59,37969,4.73,15,8
634,192,355596,4.59,353,634
1210,166,10481,4.5,14,4
1199,631,30770,4.98,62,12
1216,269,6600,5,7,18
1220,41,261,0,0,0
1227,207,1140,5,1,5
1192,126,4470,3.11,9,5
1221,130,8848,4.31,13,44
1197,23,13598,4.8,5,1
1223,81,1118,5,1,1
1196,142,18354,1.53,15,5
1201,164,7375,5,2,2
1254,41,68,0,0,1
1254,47,83,0,0,0
1254,13,31,0,0,0
1254,16,45,0,0,0
1254,39,32,0,0,0
1253,43,56,0,0,1
1254,32,42,0,0,0
1254,34,30,0,0,0
1254,36,43,0,0,0
1253,56,66,5,1,2
1254,22,158,0,0,0
1252,62,1155,5,4,4
1254,38,21,0,0,0
1254,34,32,0,0,1
1254,57,47,0,0,0
1254,48,47,0,0,0
1254,37,29,0,0,0
1254,34,85,5,1,0
1252,102,2912,5,9,5
1254,22,17480,4.71,34,39
997,399,1344,3,2,0
903,241,30145,4.83,63,203
970,60,4003,5,2,1
925,233,8029,4.92,13,4
997,395,888,4.33,3,1
804,208,32312,3.39,57,53
996,410,2087,5,3,0
894,168,24772,4.89,54,109
568,105,3214,5,3,3
759,50,36395,4.75,55,70
1116,72,3239,4.86,7,3
854,521,7127,4.56,9,9
638,20,8190,5,1,5
997,407,1353,0,0,0
980,79,1475,5,1,1
997,400,1737,4.86,7,5
710,10,396,0,0,0
844,17,675,4.75,4,7
741,6,164,0,0,0
966,11,1218,4,1,6
728,25,103,0,0,0
891,525,11388,4.6,20,44
1210,70,14902,4.7,20,29
727,53,18065,3.92,12,8
644,6,425,0,0,4
997,401,627,5,1,1
561,257,185729,4.92,199,127
1211,240,835,5,2,1
1200,122,496,5,3,0
1183,207,1296,0,0,0
1073,229,13819,4.86,14,7
1010,219,25223,4.91,22,7
1194,521,413,0,0,0
1227,428,91,0,0,1
1254,181,6924,2.38,8,0
1185,69,14694,4.71,17,7
1123,39,115,0,0,0
1174,195,136,0,0,0
1194,210,323,0,0,0
1214,10,330,5,1,1
900,545,20388,4.67,15,1
1194,270,223,0,0,0
982,216,3236,3.67,3,5
1108,363,1384,3.67,3,0
1108,394,2528,4,9,1
1108,303,1149,5,2,0
1108,307,7821,4.64,11,4
1212,148,1738,4.2,5,0
1047,583,10863,4.78,9,7
1068,204,35332,4.33,18,4
1108,133,6704,4.15,13,3
1129,165,12724,4.38,8,3
1084,239,44413,4.6,15,11
1068,252,25872,4.73,15,9
1106,138,10474,4.17,6,3
1106,147,330,0,0,0
1068,166,25162,4.58,12,2
1210,481,15094,4.8,5,2
1210,541,11200,4.71,14,2
1217,598,7660,4.58,12,1
1217,587,9770,4.67,6,0
1217,593,5737,4,4,0
1217,457,10354,4.33,6,0
1217,391,8297,4.62,13,0
1149,445,45998,4.64,39,1
1161,125,17610,5,5,2
1025,257,55829,4.69,13,6
860,241,71414,4.78,23,2
860,272,132325,4.39,44,10
1149,599,86118,4.92,36,17
1210,541,9422,4.33,6,3
1210,541,10184,5,12,1
1210,541,11223,4.93,15,6
1255,274,40517,4.62,16,12
1219,91,656,5,1,0
1255,99,87738,4.92,13,23
1253,251,769,5,3,3
1255,288,164,5,2,1
1255,128,964,5,1,3
1255,284,828,4,1,0
1254,230,495,4.43,7,3
1254,558,80,0,0,0
1243,214,10130,5,2,3
736,59,3882,5,2,1
1255,274,6465,4.86,14,18
1255,273,182,5,3,0
1167,416,509,0,0,0
973,233,27501,4.7,56,44
1174,186,3513,4.29,7,10
1035,108,2462,5,3,3
1117,273,43082,4.53,77,34
1167,181,107,0,0,0
1170,249,724,5,3,2
860,163,679,3,2,2
1177,133,573,5,1,0
1238,331,2649,5,5,7
1109,273,10802,4.64,22,14
713,208,4477,4.89,19,19
1251,208,1923,5,3,5
1129,199,4492,5,5,1
1255,177,1567,5,5,5
1247,250,387,0,0,2
1184,203,76,0,0,0
1208,203,132,0,0,0
1251,222,167,0,0,0
1254,63,17216,4.6,10,78
1252,92,1310,5,2,7
1253,129,388,5,3,4
1251,54,255,0,0,0
1254,238,22294,4.57,23,83
1251,118,960,5,1,2
1253,200,152,0,0,1
1253,167,62,0,0,1
1251,21,405,0,0,1
1252,217,2317,4.93,15,5
1253,126,371,3,4,3
1253,63,105,1,1,3
1251,50,1195,0,0,3
1244,65,1526,0,0,1
1248,72,4428,4.64,11,11
1251,42,298,0,0,0
1247,264,592,4.67,3,1
1247,338,681,0,0,5
1254,57,364,1,3,4
1252,22,291,3,1,1
964,167,1333,3,2,4
1196,482,156,0,0,0
1219,180,144,0,0,0
1216,110,389,5,1,0
1239,282,3089,4.92,13,17
1254,287,74,0,0,0
1224,185,237,0,0,0
1177,146,1129,4,2,2
1129,248,12110,5,6,2
1178,303,6200,1,4,2
1214,103,139,4,1,0
1178,170,49,0,0,0
669,187,7024,4.2,10,5
1178,248,152,0,0,1
1078,101,931,5,3,0
1000,19,2415,5,1,2
1079,358,1827,5,4,0
1182,159,7501,5,7,68
1083,290,382,0,0,0
1138,115,1906,5,2,1
988,105,2510,2.33,3,0
1085,360,2562,4.65,31,32
1076,67,349,4,2,1
870,95,2158,0,0,1
770,20,11238,4.38,8,11
1255,239,177,5,1,1
1255,247,62,0,0,0
1253,291,17,0,0,0
1255,273,92,0,0,0
1250,227,4677,0,0,1
1249,595,6830,5,10,3
1255,247,561,5,2,1
1255,274,121,0,0,0
1042,237,7806,5,12,5
1249,235,19599,4.87,52,46
1255,167,77,4,3,1
1255,138,597,5,83,30
1255,253,22,0,0,0
1255,399,67,5,2,1
1255,360,127,0,0,0
1255,19,57,5,3,5
970,82,66185,3,17,7
1255,26,19,0,0,0
1255,125,78,5,1,0
1250,314,6469,3.69,16,25
1250,236,3131,4.33,12,6
1253,47,6704,5,1,2
1255,332,107,5,3,4
1255,99,445,1,1,1
1255,264,320,5,1,0
1255,266,85771,4.5,6,1
1255,247,142,3,1,0
1253,93,438,5,5,3
1184,198,2903,5,1,4
1255,21,16,0,0,0
1212,253,3330,5,4,7
1239,313,196,3.67,3,1
1239,204,740,4.5,2,2
1239,215,1110,5,1,5
1239,275,79374,4.75,162,197
1076,326,459534,3.77,282,239
957,187,50133,4.95,42,7
1097,496,32675,5,23,0
851,585,140583,0,0,0
947,320,37602,5,27,1
957,290,36528,5,30,4
1024,659,37203,5,19,3
914,84,109580,4.97,30,8
923,205,88611,5,28,18
867,150,46391,5,22,2
845,109,126264,4.97,60,10
835,81,155290,4.75,158,44
1097,475,30970,5,24,10
957,400,42152,4.9,223,308
999,112,38137,4.87,23,5
1097,496,32886,4.47,19,0
997,2648,11431,4.93,14,0
1111,562,32718,5,28,0
1074,187,28151,4.77,31,2
1030,2531,6944,5,11,0
1112,554,68154,4.34,29,5
1001,441,7439,5,5,2
880,1634,31813,4.41,37,0
965,2502,10734,4.44,9,0
1039,2842,8769,4.33,12,0
1004,2411,5393,5,5,0
971,2574,7875,4.86,7,0
996,569,26264,4.68,22,4
544,457,220720,4.94,307,113
544,380,185507,4.91,269,42
543,452,115405,4.94,171,35
547,438,209915,4.95,264,23
544,386,158951,4.8,237,30
542,463,157023,4.95,203,23
542,424,69537,4.93,177,48
561,565,531004,4.88,420,51
544,499,164267,4.91,253,60
553,476,102100,4.91,204,53
543,466,139026,4.85,203,36
667,541,22645,4.83,83,12
549,504,142679,4.88,230,30
554,480,99704,4.9,151,24
544,479,151450,4.92,217,28
536,452,184269,4.89,171,30
543,457,69867,4.91,161,40
1231,560,46449,4.64,109,0
1051,675,56549,4.52,106,0
1226,602,50979,4.65,101,0
1232,1169,14229,4.27,15,0
1233,493,45787,4.59,117,0
1225,509,35669,4.82,73,0
1238,431,32177,4.86,64,0
1221,462,55607,4.71,95,0
1227,572,86597,4.7,105,0
1211,36,4085,3,2,0
1247,659,128430,4.64,128,0
1205,454,50319,4.56,89,0
1210,533,46938,4.78,91,0
1085,339,58573,4.97,39,11
855,293,106782,4.81,69,16
1116,591,5110,4.56,16,1
1027,362,51266,4.94,18,6
1189,320,15902,4.5,8,1
1186,54,20995,5,2,0
1115,308,5694,5,5,0
912,72,8381,4.29,7,0
1175,294,1481,5,4,1
1195,131,9889,5,5,0
1115,479,3636,4,6,0
1016,394,41498,4.64,14,1
655,345,12494,4.5,4,4
645,351,8996,4.69,13,0
645,588,24704,4.82,11,2
1029,138,46877,5,32,6
917,656,39153,5,12,0
718,181,3241,5,2,0
917,565,24483,5,6,2
1003,61,2058,0,0,0
645,484,5713,5,5,0
1012,149,616,5,1,1
718,164,2883,0,0,0
922,595,1446,4.5,2,2
754,218,2977,1.25,4,1
645,577,7919,5,4,0
689,588,2026,5,2,0
1229,208,284,4,1,1
930,488,614,5,4,1
645,589,6328,5,5,0
931,580,2537,5,3,4
902,37,5152,1,6,0
746,381,18125,4.94,51,23
787,127,24256,4.85,72,93
747,266,7659,4.96,27,14
1094,521,1849,4.93,14,4
611,25,6763,3.62,8,5
1115,268,32755,4.44,16,2
811,187,7753,4.71,21,26
747,528,19044,4.9,62,34
751,84,3176,0,0,0
1078,130,3289,5,9,12
672,239,6317,4.95,21,34
751,399,70179,4.8,41,20
680,25,32311,4.64,11,4
1244,362,1144,5,3,0
1244,334,945,5,1,0
1244,290,2547,5,2,0
1241,263,1815,5,3,0
1201,373,4080,5,5,0
1245,255,880,0,0,1
1245,15,470,5,4,0
1244,466,2032,5,3,0
1243,280,1468,5,5,0
1244,313,804,5,2,0
1244,265,117,0,0,0
1244,197,664,3,1,0
1244,323,1627,5,1,0
1192,71,735,5,1,1
1244,217,1033,5,4,0
1244,259,809,5,5,1
1245,462,1273,5,4,0
1243,374,850,5,1,0
1245,15,1345,5,1,0
1245,15,1151,4,2,0
1162,161,1091,5,1,0
1098,146,1732,5,2,0
1204,81,1348,5,1,0
1063,30,4800,0,0,0
1091,317,2793,4.33,3,2
1162,17,264,0,0,0
1162,250,421,5,2,1
1063,256,10012,4,2,2
1161,392,578,5,1,0
1162,137,544,0,0,0
1068,233,1916,5,5,1
1150,441,14619,4.89,9,3
1113,283,8385,4.75,8,5
682,316,35963,4.81,21,7
1093,99,53669,4.45,29,8
1124,379,13924,5,4,2
1092,246,12482,4.22,9,2
1123,200,15328,4.6,10,0
1124,252,19724,4.58,12,0
1190,283,18243,4.93,14,3
1124,250,23380,4.89,44,5
883,277,133183,4.5,48,0
1124,419,8602,5,2,1
872,338,211917,4.54,57,12
617,1399,80494,4.92,621,485
1210,70,229,0,0,0
762,87,12975,5,5,0
1089,295,5303,5,8,5
1185,93,284,5,1,0
781,20,8837,4,3,5
978,278,140988,4.62,37,7
1129,276,66662,4.57,23,3
1118,18,1694,2,1,0
1176,274,15147,4.93,15,8
1005,2,609,0,0,0
1091,352,1791,0,0,0
1090,330,1748,0,0,0
1091,203,1640,5,1,0
1076,167,26904,4.2,10,2
1020,577,50938,5,24,2
1117,515,22517,5,16,0
1020,475,45268,5,15,0
974,592,96493,4.94,66,6
1020,217,35168,5,9,1
974,551,165791,4.9,41,3
979,426,66669,4.89,38,3
1020,597,27509,5,12,0
1027,557,50013,4.81,26,1
1035,546,33771,4.79,14,2
982,419,9482,4.91,11,0
979,445,17218,4.64,11,3
1035,243,8134,5,6,1
1027,579,37678,4.93,30,4
1021,143,11116,5,3,0
1021,545,22701,4.8,15,3
1117,578,9409,5,7,0
1020,474,28349,5,13,1
954,51,54952,4.71,45,47
529,59,18927,4.65,26,10
690,271,27756,4.52,33,15
362,240,89650,4.89,174,102
831,266,19551,4.75,16,20
799,151,10944,3.8,20,3
1018,3013,10734,3.71,14,14
787,28,3794,5,2,2
870,174,1230,3.5,2,1
994,136,1831,5,5,8
919,328,1146,4.64,11,2
992,258,434,5,5,4
992,320,473,5,4,4
568,30,5077,0,0,3
992,349,344,5,5,4
992,298,509,4.33,6,6
849,230,6600,3.02,40,40
873,174,4910,3.5,2,1
1094,163,3638,4.4,10,4
1102,219,2039,5,5,6
1098,211,6862,4.67,12,12
1115,228,360,4.75,4,0
1174,194,1126,4.88,8,4
1108,123,464,4.5,2,1
1121,58,195,3.5,2,0
1124,316,1542,5,11,7
1164,233,775,5,4,4
1144,263,2145,4.83,12,10
1173,124,451,5,7,3
1049,241,3037,5,2,4
1106,295,4272,4.58,12,11
1113,225,3568,4.71,14,12
1117,245,1859,5,6,3
1078,270,794,5,6,1
1104,279,2639,4.33,6,11
886,227,23616,4.82,78,81
1049,249,2618,5,2,6
1050,241,4838,5,1,1
1104,289,442,4.33,3,0
901,271,16004,4.4,48,34
1227,218,530,5,3,0
648,211,29815,4.58,65,40
407,131,44251,4.83,219,112
679,244,13399,0,0,35
1233,187,209,4.5,6,2
1211,481,223,5,2,0
1211,255,137,5,1,0
758,30,301,0,0,1
1211,280,280,5,6,3
1211,211,339,3,2,0
1200,80,392,4.5,2,5
579,58,13262,4.48,42,35
1211,156,86,0,0,0
891,261,39631,4.75,56,30
900,169,52152,4.92,118,84
702,42,146,0,0,0
938,227,6991,4.88,8,5
994,90,58,0,0,0
950,71,36,0,0,0
1021,12,8438,5,18,30
1021,24,19343,4.86,44,27
1169,166,146,0,0,0
924,216,135,2,1,2
755,364,55586,4.58,116,143
1124,138,450,4.78,18,1
1253,8,7,0,0,0
1236,158,178,5,3,10
1237,217,148,5,3,11
1084,205,65,5,1,1
1236,111,161,4.2,5,4
1237,109,348,4,4,10
